ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002301_jokes,,"Umuhùúngu yatámiye umuceri mwìínshi asānga urashûshe, arakóma indûrú, Nàátwe tuti : Cīraaaaa!!","Quelqu'un a englouti une quantité substantielle de riz pour se rendre compte qu'il était encore brûlant.
Nous : Recrache-le ! ","Someone devoured a substantial amount of rice only to discover it was still scalding hot.
Us: Spit it out!",jokes,,,,,,,pending
krd_002302_proverbs,,Umuhĭgi arí kure ntávuná imbwá.,Un chasseur distant atteint rarement la cible.,A distant hunter seldom hits the target.,proverbs,,,,,,,pending
krd_002303_jokes,clips/jokes/h18.mp3,Umukecuru bamukandagiye mu gisebe araheza aravuga ati ibwami nahora mbona bahakunda sinari bwamenye yuko bahakura ibintu vyiza bisa bityo!,"""J'ai réalisé avec quelle joie nous fréquentons le tribunal, mais je ne savais pas que nous avions l'occasion d'y recevoir des choses aussi excellentes"", dit la vieille dont le pied blessé venait d'être écrasé !","""I realized how willingly we frequent the court, but I didn't know we had the opportunity to receive such excellent things there,"" said the old woman whose wounded foot had just been crushed!",jokes,,,,,,,recorded
krd_002304_jokes,clips/jokes/h21.mp3,"Umukecuru yasinziriye yasamye, imbeba imuta amasyegege mu kanwa ati igihe c'ukurya umwaka cageze!","""Le moment est venu de célébrer la fête des prémices"", comme disait la vieille femme après qu'un rat lui ait laissé tomber ses crottes dans la bouche alors qu'elle dormait la bouche béante !","""The time has come to celebrate the feast of the firstfruits"", as the old woman used to say after a rat dropped her droppings in her mouth while she slept with gaping mouth!",jokes,,,,,,,recorded
krd_002305_jokes,clips/jokes/h26.mp3,Umukecuru yatsitariye imbere y'ikinogo ati ntaco umpamagara ndaje!,"""Pas besoin de m'appeler, j'arrive"", comme disait la vieille femme qui avait trébuché au bord d'un gouffre !","""No need to call me, I'm coming,"" as the old woman, who had stumbled at the edge of a pit, said!",jokes,,,,,,,recorded
krd_002306_action-verbs,,Umukiriya ntiyanyuzwe.,Le client n'est pas satisfait.,The customer is not satisfied.,action-verbs,,,,,,,pending
krd_002307_action-verbs,,Umukobwa tuvukana ni umushingwamanza.,Ma sœur est avocate.,My sister is a lawyer.,action-verbs,,,,,,,pending
krd_002308_action-verbs,,Umukoresha wanje arababaye,Mon patron est en colère.,My boss is angry.,action-verbs,,,,,,,pending
krd_002309_action-verbs,,Umukoresha wanje arakerebutse.,Mon patron est strict.,My boss is strict.,action-verbs,,,,,,,pending
krd_002310_action-verbs,,Umukoresha wanje ari ku rutonde.,Mon patron est strict.,My boss is strict.,action-verbs,,,,,,,pending
krd_002311_action-verbs,,Umukoresha wanje ari kurutonde.,Mon patron est strict.,My boss is strict.,action-verbs,,,,,,,pending
krd_002312_grammar,,"Umukwe akurwe muri bo, bazoca bisonzesha uwo musi","Quand l'époux leur sera enlevé, ils jeûneront immédiatement ce jour-là.","When the bridegroom is taken from them, at once they will fast on that day",grammar,,,,,,,pending
krd_002313_proverbs,,Umukwé w'îsόni ahāmbwa abόna.,Les âmes timides portent des blessures sans dire un mot.,Shy souls bear wounds without a word.,proverbs,,,,,,,pending
krd_002314_proverbs,,Umukéne na nyina aramwânka.,"Quand un pauvre frappe à la porte, même ses parents regardent par le judas.","When a poor man comes knocking, even his relatives look through the peephole.",proverbs,,,,,,,pending
krd_002315_proverbs,,Umukéne ní ntā jāmbo.,"Dans la pauvreté, l'influence d'une proposition est limitée.","In poverty, one's influence in proposing is limited.",proverbs,,,,,,,pending
krd_002316_jokes,,"Umukòóbwa mwīza , yāmbáye umwāmbaro wó murí bàánki, yāmbáye ubudéde höse ku mabóko, nó mw'īzosi...","Une belle fille, portant des colliers partout, aux bras et au cou...
","A beautiful girl, wearing beautiful necklaces everywhere, on her arms and neck...
",jokes,,,,,,,pending
