ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001901_proverbs,,Ntā wutîza.,Personne ne prête.,No one lends.,proverbs,,,,,,,pending
krd_001902_proverbs,,Ntā wutûnga izó adashītúra.,Prenez toujours soin de ce qui est à vous.,Always take care of what is yours.,proverbs,,,,,,,pending
krd_001903_proverbs,,Ntā wutûra ngo atūrwé hāsí.,Un invité avec des cadeaux est accueilli à bras ouverts.,A guest with gifts is greeted with open arms.,proverbs,,,,,,,pending
krd_001904_proverbs,,Ntā wuvûka rimwé ngo yūzúre ingovyi.,Rome ne s'est pas construite en un jour.,Rome wasn't built in a day.,proverbs,,,,,,,pending
krd_001905_proverbs,,Ntā wuzíbira inzira y'Úburŭndi.,"Comme une graine grandissant vers le soleil, l'évolution de quelqu'un ne connaît pas de limites.","Like a seed growing towards the sun, one's evolution knows no bounds.",proverbs,,,,,,,pending
krd_001906_proverbs,,Ntā wuzíbira umurômbero inká zígitāha.,Ne freinez pas le progrès lorsque les opportunités se présentent.,Don't hinder progress when opportunities arise.,proverbs,,,,,,,pending
krd_001907_proverbs,,Ntā wúca urubănza atūmvīse.,Un jugement juste nécessite une écoute attentive des deux côtés.,A just judgment requires attentive ears to hear both sides.,proverbs,,,,,,,pending
krd_001908_proverbs,,Ntā wúgwa mu bânsi ngo agēndé amahóro.,Celui qui rencontre des ennemis sur la route ne peut pas revenir sans cicatrices.,He who meets foes on the road cannot return without scars.,proverbs,,,,,,,pending
krd_001909_proverbs,,Ntā wúrya inzóka ngo ananírwe n'úmurīzo.,Celui qui commence quelque chose devrait le terminer complètement.,He who starts something should finish it completely.,proverbs,,,,,,,pending
krd_001910_proverbs,,Ntā wúrya vyöse nk'úwurága.,Celui qui mange le plus lors du festin est souvent celui qui a le moins de temps devant lui.,The one who eats the most at the feast is often the one with the shortest time left.,proverbs,,,,,,,pending
krd_001911_proverbs,,Ntā wúrya wênyéne nk'ígisebe.,Rompre le pain ensemble crée des liens durables.,Breaking bread together creates lasting connections.,proverbs,,,,,,,pending
krd_001912_proverbs,,Ntā wăma ahîriwe.,La route de la vie est pavée de joie et de chagrin.,Life's road is paved with both joy and sorrow.,proverbs,,,,,,,pending
krd_001913_proverbs,,Ntā wĭcīra urubănza.,Une personne ne peut pas être son propre juge.,A person cannot be their own judge.,proverbs,,,,,,,pending
krd_001914_proverbs,,Ntā wĭkūra kurí nyina ngo yaráshāje.,Personne ne peut se détourner de l'étreinte de sa mère âgée.,No one can turn away from the embrace of their aged mother.,proverbs,,,,,,,pending
krd_001915_proverbs,,Ntā wĭyerekera kū mānga.,On ne danse pas près d'une falaise.,One does not dance near a cliff.,proverbs,,,,,,,pending
krd_001916_proverbs,,Ntā wŭbaka zibiri.,Un homme qui poursuit deux lapins n'en attrape aucun.,A man who chases two rabbits catches neither.,proverbs,,,,,,,pending
krd_001917_proverbs,,Ntā yígwa mu zîko ikūráyo inkóba zöse.,Se précipiter dans les ennuis apporte souvent plus de mal que de bien.,Rushing into trouble often brings more harm than good.,proverbs,,,,,,,pending
krd_001918_proverbs,,Ntā yĭruka itábūndá.,Celui qui fuit devrait garder un œil derrière lui.,He who flees should keep an eye behind.,proverbs,,,,,,,pending
krd_001919_proverbs,,Ntā zibâna zítagerána amahěmbe.,Vivre ensemble apporte à la fois harmonie et désaccords.,Living together brings both harmony and diagreements.,proverbs,,,,,,,pending
krd_001920_action-verbs,,Nubaka inzu yumusenyi.,Je construis un château de sable.,I'm building a sandcastle.,action-verbs,,,,,,,pending
krd_001921_language,,Nuguha gasopo abakoresha nabi ururimi,Il faut prévenir ceux qui abusent de la langue,We must warn those who abuse the language,language,,,,,,,pending
krd_001922_grammar,,Nuko wandike ivyo ubonye,Écrivez donc les choses que vous venez de voir,Therefore write the things you have just seen,grammar,,,,,,,pending
krd_001923_grammar,,"Nuko wewe wigisha abandi, mbega ntiwiyigisha?","Alors vous qui enseignez aux autres, n’apprenez-vous pas vous-même ?","So you who teach others, don’t you teach yourself?",grammar,,,,,,,pending
