ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000101_proverbs,,Agacerere karampfasha gukora.,Le silence m'aide à travailler.,Silence helps me work.,proverbs,,,,,,,pending
krd_000102_proverbs,,Agacîwe karûma.,Une branche coupée devient sèche.,A cut branch becomes dry.,proverbs,,,,,,,pending
krd_000103_proverbs,,Agahemo gatēra ikijûjú ubwĭbone.,"Quand on se moque de lui, le sot pense qu'il est unique.","When people mock him, the fool thinks he's unique.",proverbs,,,,,,,pending
krd_000104_jokes,clips/jokes/h2.mp3,Agahume kahwaniye n'akandi ku mwonga ngo rinda tubane waragowe ndagorwa!,"""Vous êtes malheureux et moi aussi, alors supportez ma compagnie"", comme disait le Fantôme rencontrant un compagnon au cœur d'un marais !","""You are unhappy and so will I be, so endure my company"", as the Phantom said meeting a companion in the heart of a swamp!",jokes,,,,,,,recorded
krd_000105_proverbs,,Agahîmbo kībagiza kwūgara.,Un estomac satisfait peut oublier de fermer la porte.,A satisfied stomach may forget to secure the door.,proverbs,,,,,,,pending
krd_000106_proverbs,,Agahīnda sí uguhόra uríra.,La douleur ne pleure pas toujours.,Pain is not always crying.,proverbs,,,,,,,pending
krd_000107_jokes,clips/jokes/h49.mp3,Agakecuru gashikuye igikoba kigaterera ku nkingi kati nakurya ntitwarwana!,"""Je n'ai que des sentiments paisibles envers toi et je voulais juste te manger"", comme dit la petite vieille femme en jetant de sa tête le pilier de la cabane dans son effort pour déchiqueter un morceau de cuir !","""I have only peaceful feelings towards you and I just wanted to eat you,"" as the little old woman said, throwing from her head the pillar of the hut in her efforts to shred a piece of leather!",jokes,,,,,,,recorded
krd_000108_jokes,clips/jokes/h27.mp3,Agakecuru karose gapfa kati maze simvyanka!,"""Bien sûr, je ne vais pas refuser ça"", s'exclame la petite vieille au réveil d'un cauchemar où elle s'est vue mourir !","""Of course, I'm not going to refuse that,"" exclaims the little old woman as she wakes up from a nightmare where she saw herself dying!",jokes,,,,,,,recorded
krd_000109_proverbs,,Agakuku karimīsha mu rwĭri.,Celui qui ne suit que la marée peut se perdre en mer.,The one who only follows the tide may get lost at sea.,proverbs,,,,,,,pending
krd_000110_proverbs,,Agakúrikiwe n'índa ntígakurá.,Une succession rapide de grossesses entrave une croissance appropriée.,Rapid succession of pregnancies hinders proper growth.,proverbs,,,,,,,pending
krd_000111_proverbs,,Agakúru ntígakuríra ubúsa.,"Quand une histoire voyage loin, il y a souvent une vérité ou un but à l'intérieur.","When a story travels far and wide, there's often truth or purpose inside.",proverbs,,,,,,,pending
krd_000112_proverbs,,Agakûnze babiri karabânkanīsha.,"Quand deux cœurs battent pour la même passion, l'amour peut se transformer en rivalité.","When two hearts beat for the same passion, love can turn into rivalry.",proverbs,,,,,,,pending
krd_000113_proverbs,,Agapfûye kaba gáheze.,"Après la mort, les vivants continuent, et les disparus sont oubliés.","After death, the living move on, and the departed are forgotten.",proverbs,,,,,,,pending
krd_000114_proverbs,,Agapfûye kabazwa ivú.,La voix d'un mort est rarement entendue.,A dead man's voice is seldom heard.,proverbs,,,,,,,pending
krd_000115_grammar,,"Agaruka ubugira gatatu, arababarira.",Il revint une troisième fois et leur dit,He came back the third time and said to them,grammar,,,,,,,pending
krd_000116_proverbs,,Agashâje gashira isóni.,"Avec les années, le filtre sur les mots s'affaiblit.","As years pass, the filter on words weakens.",proverbs,,,,,,,pending
krd_000117_proverbs,,Agashítsi kā kêra kavūmbika umuriro.,Un vieux bois peut allumer le feu.,An old wood can ignite the fire.,proverbs,,,,,,,pending
krd_000118_proverbs,,Agaswi katazôkúra ukērekwa n'úrwŭbi.,Les présages précoces offrent un aperçu du drame de l'adversité qui se déroule.,Early omens offer glimpses into the unfolding drama of adversity.,proverbs,,,,,,,pending
krd_000119_proverbs,,Agasózi k'întáhanûrwa kăhīye abagabo bábona.,Celui qui rejette les conseils se retrouve sans aide en temps de besoin.,One who rejects advice finds themselves without a helping hand in times of need.,proverbs,,,,,,,pending
krd_000120_proverbs,,Agatu gatēkéye amáhwa karîmena.,Une boule d'épines se piquera elle-même.,A ball of thorns will prick itself.,proverbs,,,,,,,pending
krd_000121_proverbs,,Agáti gaterétswe n'Îmâna ntígahenúrwa n'úmuyaga.,"Avec les bénédictions de Dieu, on reste inébranlable face à toutes les adversités.","With God's blessings, one stands unyielding against all odds.",proverbs,,,,,,,pending
krd_000122_proverbs,,Aha twotanga uturorero nko kubinyamakuru n’amaradiyo,Nous donnons ici des exemples tels que les journaux et les stations de radio,Here we give examples such as newspapers and radio stations,proverbs,,,,,,,pending
krd_000123_proverbs,,Ahakíze hītwa inkóvu.,Une blessure qui guérit est toujours appelée une cicatrice.,A wound that heals is always called a scar.,proverbs,,,,,,,pending
krd_000124_action-verbs,,Ahantu imodoka rusange zihagarara ni he?,Où est l'arrêt de bus?,Where is the bus stop?,action-verbs,,,,,,,pending
