ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002401_proverbs,,Umwâna umumwa imvānda akazōkumwa imví.,"Prenez soin de votre enfant quand il est jeune, et il prendra soin de vous quand vous serez vieux.","Care for your child when they're young, and they'll care for you when you're old.",proverbs,,,,,,,pending
krd_002402_proverbs,,Umwâna umurya imvānda akazōkurya imví.,"Prenez soin de votre enfant quand il est jeune, et il prendra soin de vous quand vous serez vieux.","Care for your child when they're young, and they'll care for you when you're old.",proverbs,,,,,,,pending
krd_002403_proverbs,,Umwâna umwé ntâ mwâna.,Un seul enfant ne peut pas rendre une famille complète.,One child alone cannot make a family complete.,proverbs,,,,,,,pending
krd_002404_proverbs,,Umwâna umwé sí umuryāngo.,"Un enfant unique est comme une étoile dans le ciel nocturne, mais une famille avec beaucoup d'enfants est comme une constellation.","A single child is like a star in the night sky, but a family with many children is like a constellation.",proverbs,,,,,,,pending
krd_002405_proverbs,,Umwâna w'íngwe ní yo ngwe.,Un lion engendre un lion.,A lion begets a lion.,proverbs,,,,,,,pending
krd_002406_proverbs,,Umwâna w'ínkēnde apfa yûrira igíti.,Le fils d'un singe grimpera toujours aux arbres.,The son of a monkey will always be climbing trees.,proverbs,,,,,,,pending
krd_002407_proverbs,,Umwâna w'îséma arirana umutsíma mū ntoke.,Un enfant idiot pleure avec du pain dans la bouche.,A foolish child cries with bread in their mouth.,proverbs,,,,,,,pending
krd_002408_proverbs,,Umwâna w'îséma.,Un enfant qui n'apporte que de la malchance.,A child that brings only bad luck.,proverbs,,,,,,,pending
krd_002409_proverbs,,Umwâna w'úwŭndi akurya múyāga.,Le sourire d'un étranger peut cacher des dents aiguisées.,A stranger's smile may hide sharp teeth.,proverbs,,,,,,,pending
krd_002410_proverbs,,Umwâna w'úwŭndi ugira ngo ingo turwāné ntúgirá ngo ingo ndagukubíte.,"Ne sous-estimez pas votre adversaire, car il pourrait vous surprendre.","Do not underestimate your opponent, for they may surprise you.",proverbs,,,,,,,pending
krd_002411_jokes,,"Umwâna w’úmurùúndi umúhāye inòóti y'íbihūmbi cúmi hamwé n'îy'íjana ,aca yîtōrera iy’íjana kubêra arí yo azí igurá imbōmbo.","Si vous donnez à un enfant burundais deux billets de banque, un billet de 10 000 francs bien neuf et un billet de 100 francs tout froissé, il optera pour les 100 francs car c'est celui qu'il a déjà maîtrisé pour se procurer des bonbons.","If you hand a Burundian kid two banknotes, a crisp 10,000 francs note and a crumpled 100 francs note, they'll go for the 100 francs because that's the one they've already mastered the art of using to score candies",jokes,,,,,,,pending
krd_002412_proverbs,,Umwâna yānkwá ní we akurá.,Ceux qui manquent de faveur ont moins de chances de réaliser de grandes choses.,Those who lack favor are less likely to achieve great things.,proverbs,,,,,,,pending
krd_002413_proverbs,,Umwâna yānāna kurí nyina.,Les bêtises d'un enfant sont sans danger sous le regard attentif de la mère.,A child's mischief is safe under the mother's watchful gaze.,proverbs,,,,,,,pending
krd_002414_proverbs,,Umwânsi murabâna.,Coexister avec son ennemi est une nécessité pour la survie.,Coexisting with your enemy is a necessity for survival.,proverbs,,,,,,,pending
krd_002415_proverbs,,Umwânsi ntánūká.,"Quand ton ennemi tombe, tu célèbres et offres ta présence jusqu'à la fin.","As your enemy falls, you celebrate and offer your presence till the end.",proverbs,,,,,,,pending
krd_002416_proverbs,,Umwânsi ntâbá kure.,L'ennemi est toujours à la porte.,The enemy is always at the gate.,proverbs,,,,,,,pending
krd_002417_proverbs,,Umwânsi ntâbá umwâna.,Sous-estimer votre adversaire peut conduire à votre propre perte.,Overlooking your adversary can lead to your own undoing.,proverbs,,,,,,,pending
krd_002418_proverbs,,Umwêrá uva i bukúru ugakwīra höse.,"Comme va le leader, ainsi va la nation.","As the leader goes, so goes the nation.",proverbs,,,,,,,pending
krd_002419_proverbs,,Umwônga umwé wōnza inyoni.,"Un oiseau ne peut pas se nourrir dans la même vallée, il perdra du poids.","A bird cannot feed in the same valley, it will lose weigh.",proverbs,,,,,,,pending
krd_002420_proverbs,,Umwānda uhera iyó wagîye ntúherá iyó wavûye.,Les choses abandonnées ont tendance à rester éloignées de leurs origines.,Abandoned things tend to remain far from their origins.,proverbs,,,,,,,pending
krd_002421_proverbs,,Umwămi acumura yîcaye.,L'encre de la signature d'un dirigeant a le poids de mille épées.,The ink of a ruler's signature carries the weight of a thousand swords.,proverbs,,,,,,,pending
krd_002422_proverbs,,Umwĭgeme akura iyό yagîye ntákurá iyό yavûye.,"Une femme apprend à devenir femme chez ses beaux-parents, pas chez ses parents.","A woman learns to become a woman in her in-law's house, not at her parents' home.",proverbs,,,,,,,pending
krd_002423_jokes,,"Umùúsi bāmpebá ubwā mbere narábabaye ku buryó na mâmá ambájije icàánshavuje nacîye ndamubwīra nti : ""Reka réka uracâri umwâna ntávyo wōtāhûra""","La première fois que ma petite amie m'a largué, j'étais tellement bouleversé que lorsque ma mère m'a demandé ce qui s'était passé, je lui ai simplement répondu : ""Laisse tomber, tu es encore un enfant, tu ne peux pas comprendre.""","The first time my girlfriend dumped me, I was so upset that when my mom asked me what happened, I simply replied, ""Leave it, you're not mature enough to understand.""",jokes,,,,,,,pending
krd_002424_proverbs,,Umúfa w'ímbwěbwe unyōbwa ugíshūshe.,Frappez pendant que le fer est chaud.,Strike while the iron is hot.,proverbs,,,,,,,pending
krd_002425_proverbs,,Umúswa urya umuhíni usótera isúka.,Frapper l'un pour atteindre indirectement l'autre est un coup rusé.,Striking at one to indirectly hit another is a cunning move.,proverbs,,,,,,,pending
krd_002426_proverbs,,Umúti w'îmbwá wāhwa ku rugó.,Les problèmes et les solutions partagent souvent le même quartier.,Troubles and solutions often share a neighborhood.,proverbs,,,,,,,pending
krd_002427_proverbs,,Umúvo ntûcá ku mwōbo.,"Comme l'eau trouvant son chemin à travers une fissure, les défis peuvent exploiter même les plus petites faiblesses.","Like water finding its course through a gap, challenges can exploit even the smallest weaknesses.",proverbs,,,,,,,pending
krd_002428_proverbs,,Umūntu agirwa n'úwŭndi.,Le succès d'un homme est souvent basé sur les conseils d'un autre.,One man's success is often built on the guidance of another.,proverbs,,,,,,,pending
krd_002429_proverbs,,Umūntu ahūnga urwîmo ntáhūngá urupfú.,"On peut échapper aux calamités, mais on ne peut échapper à la mort.","You can evade calamities, but you cannot escape death.",proverbs,,,,,,,pending
krd_002430_proverbs,,Umūntu akira icó abēshéwe ntákirá icó yībêsheye.,Effacer les mensonges sur les autres est plus simple que de dissiper les mensonges que l'on se fait à soi-même.,Erasing falsehoods about others is simpler than dispelling self-made lies.,proverbs,,,,,,,pending
krd_002431_proverbs,,Umūntu arasōnza akībuka n'ûbwó yahâye imbwá.,"En manquant, ce que nous avons partagé devient un trésor que nous regrettons d'avoir laissé partir.","When lacking, what we shared becomes a treasure we wish we hadn't let go.",proverbs,,,,,,,pending
krd_002432_proverbs,,Umūntu aruhūka apfûye.,"Dans la mort, un homme trouve le vrai repos.","In death, a man finds true rest.",proverbs,,,,,,,pending
krd_002433_proverbs,,Umūntu yīkora ku có afisé.,La nécessité oblige un homme à vendre ce qu'il possède.,Necessity compels a man to sell what he owns.,proverbs,,,,,,,pending
