ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001101_action-verbs,,Izina ryanyu ni gute?,Quel est votre nom?,What is your name?,action-verbs,,,,,,,pending
krd_001102_grammar,,Izo nzu ni rwanyu,Ces maisons sont à toi,Thoses houses are yours,grammar,,,,,,,pending
krd_001103_proverbs,,Izo zibiká zări amági.,Les grandes choses ont de petits commencements.,Big things have small beginnings.,proverbs,,,,,,,pending
krd_001104_proverbs,,Izo zābíra zări imitavu.,Les géants d'aujourd'hui étaient autrefois minuscules.,Today's giants were once tiny.,proverbs,,,,,,,pending
krd_001105_action-verbs,,Izorwa ejo.,Il va pleuvoir demain.,It's going to rain tomorrow.,action-verbs,,,,,,,pending
krd_001106_action-verbs,,Izuba riraka uyu musi.,Le soleil brille aujourd'hui.,The sun is shining today.,action-verbs,,,,,,,pending
krd_001107_action-verbs,,Izuba rirasayengana uno musi,Le soleil brille aujourd'hui.,The sun is shining today.,action-verbs,,,,,,,pending
krd_001108_vocabulary,,Izuba rirenga bwije mu ci.,Le soleil se couche tard en été.,The sun sets late in summer.,vocabulary,,,,,,,pending
krd_001109_vocabulary,,Izuba rirenga riteba mu ci.,Le soleil se couche tard en été.,The sun sets late in summer.,vocabulary,,,,,,,pending
krd_001110_vocabulary,,Izuba rirenga ritevye muci.,Le soleil se couche tard en été.,The sun sets late in summer.,vocabulary,,,,,,,pending
krd_001111_proverbs,,Izína ní ryo mūntu.,"Comme le nom, telle est la personne.","As the name, so is the person.",proverbs,,,,,,,pending
krd_001112_proverbs,,Izā nyabutīndi zămazwe n'úmugére w'ísāzi.,"Petit à petit, les biens d'un malchanceux disparaissent pour des raisons futiles.","Little by little, the possessions of an unlucky individual disappear for trivial reasons.",proverbs,,,,,,,pending
krd_001113_proverbs,,Jewe mfise basazanje babiri,J'ai deux frères.,I have two brothers.,proverbs,,,,,,,pending
krd_001114_food,,Jewe mpitamwo umuceri hako notora imikate,Je préfère le riz au lieu des pâtes.,I prefer rice instead of pasta.,food,,,,,,,pending
krd_001115_grammar,,Jewe nari nsanzwe nzi k’unyumviriza ubudasiba,Je savais que tu m'écoutais toujours,I knew that you always listen to me,grammar,,,,,,,pending
krd_001116_action-verbs,,Jewe ndarondera imfunguruzo zanje,Je cherche mes clés.,I'm looking for my keys.,action-verbs,,,,,,,pending
krd_001117_action-verbs,,Jewe ndashonje ubu,J'ai faim maintenant.,I'm hungry now.,action-verbs,,,,,,,pending
krd_001118_general,,Jewe ndi mushiki wa Kagabo.,Moi je suis la sœur de Kagabo.,I am Kagabo's sister.,general,,,,,,,pending
krd_001119_action-verbs,,Jewe ndi umunyeshure,Je suis étudiant.,I am a student.,action-verbs,,,,,,,pending
krd_001120_action-verbs,,Jewe ngiye gufata itagisi,Je vais prendre un taxi.,I'm going to take a taxi.,action-verbs,,,,,,,pending
krd_001121_action-verbs,,Jewe ngiye muri kaminuza,Je vais à l'université.,I'm going to university.,action-verbs,,,,,,,pending
krd_001122_emotions,,Jewe nkeneye impanuro,J'ai besoin d'un conseil.,I need advice.,emotions,,,,,,,pending
krd_001123_language,,Jewe nshaka kwiga igifaransa,Je veux apprendre le français.,I want to learn French.,language,,,,,,,pending
krd_001124_action-verbs,,Jewe ntegerezwa gukora imyimenyerezo myinshi,Je dois faire plus d'exercice.,I need to exercise more.,action-verbs,,,,,,,pending
krd_001125_jokes,,Jēwé ngira nsigaye ndwâye amâso.,Je pense que j'ai un problème avec mes yeux. ,I suspect I might have an issue with my eyes.,jokes,,,,,,,pending
krd_001126_jokes,,Jēwé: Bàáraduhâye ikibazo??,"Moi : ""Avons-nous un devoir ?""","Me: ""Do we have a homework?""",jokes,,,,,,,pending
krd_001127_action-verbs,,"Kabanyana yagiye ariruka kuvoma, ajanye umubindi.","Kabanyana est partie en courant puiser de l’eau, emportant sa cruche.","Kabanyana ran to draw water, carrying her jug.",action-verbs,,,,,,,pending
krd_001128_proverbs,,Kabiri karazirwa.,"Répéter une erreur, c'est comme marcher sur le même clou deux fois.",Repeating a mistake is like stepping on the same nail twice.,proverbs,,,,,,,pending
krd_001129_proverbs,,Kahise kari inyuma yacu.,Le passé est derrière nous.,The past is behind us.,proverbs,,,,,,,pending
krd_001130_proverbs,,Kamwé ní ubúsa.,Une clé ne peut pas ouvrir toutes les portes.,One key cannot unlock all doors.,proverbs,,,,,,,pending
krd_001131_proverbs,,Kananira abagabo ntíyĭmye.,La résistance à la guidance freine le voyage vers le succès.,Resistance to guidance stalls the journey to success.,proverbs,,,,,,,pending
krd_001132_proverbs,,"Kandi bose, babishizemwo ugushaka, bobishobora","Et tout le monde, qui le souhaitent, peut le faire","And everyone, who wants to, can do it",proverbs,,,,,,,pending
krd_001133_proverbs,,Kandi urwo rwego nshingwakirundi rurakenewe,Et ce niveau de responsabilité sur le Kirundi est également nécessaire,And this level of responsibility for Kirundi is also necessary,proverbs,,,,,,,pending
krd_001134_proverbs,,Karahára mu rugănda ntíbacurá.,Un petit engrenage dans une grande machine peut faire toute la différence.,A small cog in a big machine can make all the difference.,proverbs,,,,,,,pending
krd_001135_geography,,Kayanza ni igisagara kiri mugihugu c'Uburundi,Kayanza est une ville du Burundi.,Kayanza is a town in Burundi.,geography,,,,,,,pending
krd_001136_proverbs,,Kazoza karimwo igipfungu.,L'avenir est incertain.,The future is uncertain.,proverbs,,,,,,,pending
krd_001137_proverbs,,Kazoza ntikazwi neza.,L'avenir est incertain.,The future is uncertain.,proverbs,,,,,,,pending
