ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000301_grammar,,Ari guteka,Elle cuisine,She is cooking,grammar,,,,,,,pending
krd_000302_geography,,Ari i Bujumbura,Il est à Bujumbura,He is in Bujumbura,geography,,,,,,,pending
krd_000303_action-verbs,,Ariko akora ikinga.,Il répare la bicyclette.,He repairs the bicycle.,action-verbs,,,,,,,pending
krd_000304_action-verbs,,Ariko akora imyimenyerezo ngorora mubiri,Elle fait du yoga.,She does yoga.,action-verbs,,,,,,,pending
krd_000305_action-verbs,,Ariko arakora ikinga.,Il répare la bicyclette.,He repairs the bicycle.,action-verbs,,,,,,,pending
krd_000306_grammar,,Ariko arakora yabonye inzoka,"En travaillant, il a vu un serpent",While working he saw a snake,grammar,,,,,,,pending
krd_000307_action-verbs,,Ariko arandika ibaruwa.,Elle écrit une lettre.,She writes a letter.,action-verbs,,,,,,,pending
krd_000308_action-verbs,,Ariko arandika ikete.,Elle écrit une lettre.,She writes a letter.,action-verbs,,,,,,,pending
krd_000309_action-verbs,,Ariko aranyonga imodoka,Il conduit une voiture.,He drives a car.,action-verbs,,,,,,,pending
krd_000310_action-verbs,,Ariko araririmba ururirimbo.,Elle chante une chanson.,She sings a song.,action-verbs,,,,,,,pending
krd_000311_action-verbs,,Ariko aravuza igitari.,Il joue de la guitare.,He plays the guitar.,action-verbs,,,,,,,pending
krd_000312_action-verbs,,Ariko aririmba indirimbo.,Elle chante une chanson.,She sings a song.,action-verbs,,,,,,,pending
krd_000313_grammar,,"Ariko ga wa muntu, uri nde, uharira n’imana?","Mais toi mec, qui es-tu pour discuter avec Dieu ?","But you man, who are you that you argue with God?",grammar,,,,,,,pending
krd_000314_proverbs,,Ariko hari ingere n’agaheta,Mais je manque de mots,But I'm short of words,proverbs,,,,,,,pending
krd_000315_proverbs,,Ariko hari ivyo dukwiye guheba,Mais il y a certains chose à laisser,But there are some things to leave,proverbs,,,,,,,pending
