ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001301_jokes,,Māmá yashize umukâté ku mêzá nca ndawúrya.,"Ma mère a laissé du pain sur la table, et je l'ai mangé.","My mom left a bread on the table, and as soon as she left, I immediately jumped on it and ate it.",jokes,,,,,,,pending
krd_001302_jokes,,"Māwé Māwé Māwé, Mu bufaràánsa :ēgó kibôndo cānje, Mu Burùúndi : Utárīnze gukóma indûrú usâmirana umutùúmba wöse ntā mahóro wūmvá ?","Maman, maman, maman !!!, En France : Oui, mon cher, Au Burundi :Si tu ne cries pas mon nom partout, est-ce que tu ne ressens pas la paix ?","Mom, mom, mom!!!, In France: Yes, my love. In Burundi: If you're not shouting my name everywhere, don't you find peace??",jokes,,,,,,,pending
krd_001303_jokes,,Māwé igihe narí mfíse imyâka cumi: Zana aryá maherá nyokórume wāwe yaguhàáye  ndayakúbīkire nzōyaguha níwayakenéra.,"Quand j'avais dix ans, ma mère disait : ""Apporte cet argent que ton oncle t'a donné ; je te le rendrai quand tu en auras besoin.""  ","When I was ten years old, my mom was like: ""Bring that money your uncle gave you; I'll give it back to you when you need it.""  ",jokes,,,,,,,pending
krd_001304_proverbs,,Mū nda haba umutíma ntíhabá umutsíma.,"C'est le cœur, et non l'estomac, qui définit vraiment une personne.","It's the heart, not the stomach, that truly defines a person.",proverbs,,,,,,,pending
krd_001305_proverbs,,Mū nda harāra inzara hakavyūka inzigo.,Un homme affamé est un homme en colère.,A hungry man is an angry man.,proverbs,,,,,,,pending
krd_001306_action-verbs,,Ni iciyumviro ciza,C'est une bonne idée.,It's a good idea.,action-verbs,,,,,,,pending
krd_001307_grammar,,Ni ikirimi kigoye,C'est une langue difficile.,It's a difficult language.,grammar,,,,,,,pending
krd_001308_proverbs,,Ni inkuru nziza y'urukundo.,C'est une belle histoire d'amour.,It's a beautiful love story.,proverbs,,,,,,,pending
krd_001309_proverbs,clips/proverbs/prov013.mp3,Ni iritagira inkoko riraca,Une nuit sans coqs se terminera quand même.,A night without roosters will still end.,proverbs,,,,,,,recorded
krd_001310_proverbs,,Ni ubúsa burazirwa.,L'injustice fait trébucher les innocents.,Injustice causes the innocent to stumble.,proverbs,,,,,,,pending
krd_001311_general,,Ni umugenzi wanje,Elle est mon amie.,She is my friend.,general,,,,,,,pending
