ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000001_jokes,,Ni wewé watōyé aryá maherá yarí ku kabàáti?,C'est toi qui as pris l'argent qui était sur la table ?,It's you who took the money that was on the table?,jokes,,,,,,,pending
krd_000002_jokes,,Ivyo birāto wāmbáye wabíguze angâhé?,Combien as-tu payé ces chaussures ?,How much did you buy those shoes?,jokes,,,,,,,pending
krd_000003_jokes,,Arasúbizayó ati : Miré umuriro,Lui : Avaler du feu ?,Him: Swallow fire,jokes,,,,,,,pending
krd_000004_jokes,,"Bella : Hèé màá, utânguriye iphone 13 nca nîyahura",Bella : Maman si tu ne m'achètes pas un Iphone 13 je pourrais me suicider,Bella: Mom if you don't buy me an Iphone 13 i might kill my self,jokes,,,,,,,pending
krd_000005_jokes,,Bubu : Alooo Muyòómba !! úrakomeye ?,Bubu : Salut oncle ! Comment ça va ?,Bubu: Hello uncle! How are you?,jokes,,,,,,,pending
krd_000006_jokes,,Bubu: Ni sawá mugá yâ maherá y'íterefòóne yānje wasígira Māwé yangúriyemwó ibitûmburá n’íkabuturá gusa !,"Bubu : Oui, ça va aussi, mais avec l'argent que tu as donné à maman pour m'acheter un téléphone, elle m'a seulement acheté un pain et une culotte.","Bubu: Yes, I am fine too, but with the money you gave to mom to buy me a phone, she only bought me a bread and underwear.",jokes,,,,,,,pending
krd_000007_jokes,,Hewé urabêrewe cāne unó mùúsi kwèéri,Tu as vraiment l'air bien aujourd'hui.,You really look good today.,jokes,,,,,,,pending
krd_000008_jokes,,Jēwé: Urī ndé?,Moi : Qui est là ?,Me: Who's there?,jokes,,,,,,,pending
krd_000009_jokes,,Mu Burùúndi: Kirimwó amatára n’âmâzi?,Au Burundi : Quels autres produits vais-je recevoir en bonus avec ces chaussures?,In Burundi: What other items am I getting as a bonus with these shoes?,jokes,,,,,,,pending
krd_000010_jokes,,"Muyòómba: ēgó, nàáwe gúte ?","Oncle : Oui, ça va. Et toi ?","Uncle: Yes, I am fine. How about you?",jokes,,,,,,,pending
krd_000011_jokes,,Mwìígīsha: Korēsha amaherá mu ryùúngāne.,Le professeur a dit : Utilisez argent dans une phrase.,The teacher: Use Money in a sentence.,jokes,,,,,,,pending
krd_000012_jokes,,Māwé yambwîye ati: Kubêra ikí utāzí ubwênge nka bárya bâna bó kwā Mátayó?,Ma mère : Pourquoi n'es-tu pas aussi intelligent que les enfants de Mathieu ?,My mom: Why are you not smart like those kids of Mathew?,jokes,,,,,,,pending
krd_000013_jokes,,Nawé ati : Ncīré umuceri?,Lui : Recracher le riz ?,Him: Spit out the rice?,jokes,,,,,,,pending
krd_000014_jokes,,Nyina wa Bella : Urāmbwīra ncūmbé butó nìímba udáharí,Mère de Bella : Préviens-moi tôt pour que je puisse préparer moins de nourriture.,Bella's mom: Tell me early so I can prepare less food.,jokes,,,,,,,pending
