ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002601_proverbs,,Uwutárāpfá aba akírihό.,"Celui qui est vivant, a de l'espoir.","He who is alive, has hope.",proverbs,,,,,,,pending
krd_002602_proverbs,,Uwutárĭbwa ntárīndá.,L'adversité est la forge de la force.,Adversity is the forge of strength.,proverbs,,,,,,,pending
krd_002603_proverbs,,Uwutânga nêzá atānga kabiri.,"Quand tu donnes avec gentillesse, tu donnes deux fois.","When you give with kindness, you give twice.",proverbs,,,,,,,pending
krd_002604_proverbs,,Uwutâzí Uburŭndi aburūndwámwo.,"Sans connaissance du Burundi, on s'aventurerait à l'aveuglette.","Without knowledge of Burundi, one would venture blindly.",proverbs,,,,,,,pending
krd_002605_proverbs,,Uwutâzí inzira yazanánye ahanwa n'ámayirábiri.,Le voyageur perdu paie le prix au carrefour.,The lost traveler pays the price at the crossroads.,proverbs,,,,,,,pending
krd_002606_proverbs,,Uwutâzí ubwênge ashīma ubwîwé.,Un sot se croit sage.,A fool thinks himself to be wise.,proverbs,,,,,,,pending
krd_002607_proverbs,,Uwutâzí umwânsi ashīma inda.,Ne pas connaître son ennemi conduit à se vanter de son propre bien-être.,Ignorance of your enemy leads to boasting about your own welfare.,proverbs,,,,,,,pending
krd_002608_proverbs,,Uwutéma urwîwé umutīza umuhoro.,"Si quelqu'un est déterminé à détruire sa maison, donnez-lui les outils pour accélérer le processus..","If someone is bent on destroying their home, hand them the tools to expedite the process.",proverbs,,,,,,,pending
krd_002609_proverbs,,Uwutîcâniye ntárahúrira uwŭndi.,La charité commence par chez soi.,Charity begins at home.,proverbs,,,,,,,pending
krd_002610_proverbs,,Uwutônganye n'úmuriro arya bibísi.,Celui qui dépend des autres doit être prudent dans ses querelles.,One who depends on others must be cautious in their quarrels.,proverbs,,,,,,,pending
krd_002611_proverbs,,Uwutôsōra ifúku yāmiza agáti mu jîsho.,Un conseil souvent répété est un conseil pris en compte.,A counsel often repeated is a counsel heeded.,proverbs,,,,,,,pending
krd_002612_idioms,,Uwuvuze neza agakomerwa amashi.,Celui qui parle bien sera acclamé.,He who speaks well will be acclaimed.,idioms,,,,,,,pending
krd_002613_proverbs,,Uwuvôma yânka avōma ibiróhe.,Faire une tâche à contrecoeur conduit à la faire mal.,Doing a task unwillingly leads to doing it poorly.,proverbs,,,,,,,pending
krd_002614_jokes,,"Uwânje afyītuye ishûrwe umugeni nōné arikó ararisāmbūra, atá kamwê kamwé.",Le mien vient de voler la fleur de la mariée et la déchire maintenant en morceaux,Mine just swiped the bride's flower and is now tearing it to shreds.,jokes,,,,,,,pending
krd_002615_proverbs,,Uwó bukubíye akubira umukúbi.,"Quand le chemin devient difficile, un voyageur mangera ce qui est à portée de main.","When the road gets tough, a traveler will eat what's at hand.",proverbs,,,,,,,pending
krd_002616_proverbs,,Uwó ivyâgo vyāgíye n'ívyătsi ntíbimubísa inzira.,"En période de grande difficulté, les obstacles semblent surgir de toutes parts.","In times of great difficulty, obstacles seem to appear from every direction.",proverbs,,,,,,,pending
krd_002617_proverbs,,Uwó izá guhá ntímugeréraniriza.,"À celui à qui Dieu veut donner, Il ouvre les mains.","To the one whom God wants to give, He opens the hands.",proverbs,,,,,,,pending
krd_002618_proverbs,,Uwó utabōnyé ku rupfú rwā só ntúmubóna ibigôri vyêze.,Ceux qui sont absents pendant vos luttes ne méritent pas d'être présents lors de vos triomphes.,The ones absent during your struggles don't deserve to be present during your triumphs.,proverbs,,,,,,,pending
krd_002619_proverbs,,Uwó wakíjije ní we akwĭca.,La main que vous sauvez peut se retourner contre vous.,The hand you rescue may turn against you.,proverbs,,,,,,,pending
krd_002620_proverbs,,Uwúca umugáni ntátarámura umwâna.,Les paroles de sagesse devraient aussi parvenir aux oreilles des jeunes.,Words of wisdom should reach the ears of the young as well.,proverbs,,,,,,,pending
krd_002621_proverbs,,Uwúca urubănza rw'ábavândímwe ararárama.,Le médiateur ne doit pas prendre parti entre les frères et sœurs.,The mediator should not take sides between siblings.,proverbs,,,,,,,pending
krd_002622_proverbs,,Uwămbuwe n'ûwâzí ntâtá ingáta.,"Lorsqu'un vol vient de quelqu'un que vous connaissez, restez résilient.","When theft comes from someone you know, remain resilient.",proverbs,,,,,,,pending
krd_002623_proverbs,,Uwămye akúruta akurusha n'îmvá.,Un grand arbre tombe avec un grand fracas.,A great tree falls with a mighty crash.,proverbs,,,,,,,pending
krd_002624_proverbs,,Uwănka agakúra abāga umutavu.,Celui qui a un cœur mauvais écrase le jeune arbre avant qu'il ne grandisse.,The one with an evil heart crushes the sapling before it grows tall.,proverbs,,,,,,,pending
krd_002625_proverbs,,Uwănka abagabo asiga bágabura.,La tâche du médiateur n'est pas terminée tant que la paix ne prévaut pas.,The mediator's task isn't done until peace prevails.,proverbs,,,,,,,pending
krd_002626_proverbs,,Uwănka amazímwe abāndwa hábona.,"En quête de tranquillité, on accomplit des actions suspectes ouvertement.","Seeking tranquility, one performs suspicious actions openly.",proverbs,,,,,,,pending
krd_002627_proverbs,,Uwănka isāzi ata akanûka.,"Chasse ce qui est gâté, et les nuisibles suivront.","Shoo away what's spoiled, and the pests will follow.",proverbs,,,,,,,pending
krd_002628_proverbs,,Uwănse kwŭmva ntíyănse kubóna.,On ne peut pas discuter avec les preuves.,You can't argue with the evidence.,proverbs,,,,,,,pending
krd_002629_proverbs,,Uwěnyegeza ntávuná zöse.,La main du commerçant est prudente dans ses dépenses.,The storekeeper's hand is careful with spending.,proverbs,,,,,,,pending
krd_002630_proverbs,,Uwěrekeye iryá aba ahénye.,Faire face à une direction différente révèle votre dos.,Facing a different direction reveals your back.,proverbs,,,,,,,pending
krd_002631_proverbs,,Uwĭcaye nêzá yōta nêzá.,La fortune favorise ceux qui sont bien placés.,Fortune favors those in a good position.,proverbs,,,,,,,pending
krd_002632_proverbs,,Uwĭgize igikútso bamuyōza amasé.,Tolérer le manque de respect invite à plus d'abus.,Tolerating disrespect invites more abuse.,proverbs,,,,,,,pending
krd_002633_proverbs,,Uwĭhoreye ahōnga biké.,"Celui qui parle moins, fait face à moins de problèmes.","The one who speaks less, faces fewer troubles.",proverbs,,,,,,,pending
krd_002634_proverbs,,Uwĭshwe n'ûwîwé ntárirírwa.,L'épée d'une famille ne laisse pas de larmes.,A family's sword leaves no tears.,proverbs,,,,,,,pending
krd_002635_proverbs,,Uwĭtara kubá igihuna ahunikira búkēye.,"Pour être semblable, agis de la même manière.","To be alike, act alike.",proverbs,,,,,,,pending
krd_002636_proverbs,,Uwĭtumiye yītwāza intébe.,"Si vous n'êtes pas invité au festin, apportez votre propre chaise.","If you're not invited to the feast, bring your own chair.",proverbs,,,,,,,pending
krd_002637_proverbs,,Uwĭtēra umwôro amwēreka mu kigega.,"Montrez à un homme misérable ce que vous avez, et il ne vous quittera jamais.","Show a miserable man what you have, and he will never leave your side.",proverbs,,,,,,,pending
krd_002638_proverbs,,Uwĭtōnze akama ishâshi.,Celui qui a de la patience obtient ce qu'il veut.,"He who has patience, gets what he wants.",proverbs,,,,,,,pending
krd_002639_proverbs,,Uwĭtōnze amira ibinóze.,Les meilleures choses dans la vie valent la peine d'attendre.,The best things in life are worth waiting for.,proverbs,,,,,,,pending
krd_002640_proverbs,,Uwĭyimye asa n'úwĭyahuye.,Celui qui se prive pour la richesse meurt deux fois.,He who starves himself for wealth dies twice.,proverbs,,,,,,,pending
krd_002641_proverbs,,Uwŏhōra imbwá gusútama yōzimara zöse.,Essayer de punir les gens pour leurs traits ou leur nature est futile.,Trying to punish people for their inherent traits or nature is futile.,proverbs,,,,,,,pending
krd_002642_proverbs,,Uwŏsha umukéne aramusaba.,"Quand on désire quelque chose des moins fortunés, on utilise des tactiques subtiles.","When desiring something from the less fortunate, subtle tactics are used.",proverbs,,,,,,,pending
krd_002643_adjectives,,Uyo mukobwa ni mwiza,Cette fille est belle,This girl is beautiful,adjectives,,,,,,,pending
krd_002644_grammar,,Uyo ni umwana mwiza nyawe,C'est un très bon enfant,That is a very good child,grammar,,,,,,,pending
