ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001801_proverbs,,Ntamahera ngira.,Je n'ai pas d'argent.,I don't have any money.,proverbs,,,,,,,pending
krd_001802_proverbs,,Ntanakimwe ndaronka.,Je n'ai rien reçu.,I didn't receive anything.,proverbs,,,,,,,pending
krd_001803_proverbs,,Ntanumwe adakosha.,Personne n'est parfait.,Nobody is perfect.,proverbs,,,,,,,pending
krd_001804_proverbs,,Ntaramúka arutwa na yό.,Souhaiter du mal aux autres est insignifiant comparé à la puissance de Dieu.,Wishing harm upon others pales in comparison to the power of God.,proverbs,,,,,,,pending
krd_001805_grammar,,Ntaribwaze mu Burundi,avant de venir au Burundi,before I ever came to Burundi,grammar,,,,,,,pending
krd_001806_proverbs,,Ntarátaze aruta mbūndâre.,"Dans la course de la vie, le travailleur devance le dormeur.","In the race of life, the hustler outruns the sleeper.",proverbs,,,,,,,pending
krd_001807_proverbs,clips/proverbs/prov043.mp3,Ntawurya akatamugoye.,Aucun bonbon ne vient sans sueur.,No sweet comes without sweat.,proverbs,,,,,,,recorded
krd_001808_proverbs,clips/proverbs/prov026.mp3,Ntawuvuga yose nk'uwuraga.,Toutes les vérités ne méritent pas d’être dites.,Not every truth is worthy to be said.,proverbs,,,,,,,recorded
krd_001809_grammar,,Ntazoruha abikora,Il ne le fera jamais,He will never do it,grammar,,,,,,,pending
krd_001810_action-verbs,,Ntegerezwa guhamagara.,Je dois passer un appel.,I have to make a call.,action-verbs,,,,,,,pending
krd_001811_action-verbs,,Ntegerezwa gukora ejo,Je dois travailler demain.,I have to work tomorrow.,action-verbs,,,,,,,pending
krd_001812_action-verbs,,Ntegerezwa gukora imyimenyerezo myinshi.,Je dois faire plus d'exercice.,I need to exercise more.,action-verbs,,,,,,,pending
krd_001813_action-verbs,,Ntegerezwa kuciyumvirako,Je dois y réfléchir.,I have to think about it.,action-verbs,,,,,,,pending
krd_001814_action-verbs,,Ntegerezwa kugenda kuri banke.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,,pending
krd_001815_action-verbs,,Ntegerezwa kuja gusuma.,Je dois faire les courses.,I have to go shopping.,action-verbs,,,,,,,pending
krd_001816_action-verbs,,Ntegerezwa kuja kuri banki.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,,pending
krd_001817_action-verbs,,Ntegerezwa kuja muri banki.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,,pending
krd_001818_action-verbs,,Ntegerezwa kumesa.,Je dois faire la lessive.,I have to do the laundry.,action-verbs,,,,,,,pending
krd_001819_action-verbs,,Ntegerezwa kurwiza imyimenyerezo,Je dois faire plus d'exercice.,I need to exercise more.,action-verbs,,,,,,,pending
krd_001820_action-verbs,,Ntegerezwa kuvyiyumvira.,Je dois y réfléchir.,I have to think about it.,action-verbs,,,,,,,pending
krd_001821_proverbs,,Ntibifise umutwe n'amaguru.,C'est du n'importe quoi.,It's nonsense.,proverbs,,,,,,,pending
krd_001822_grammar,,Ntihagira usubira kwubahuka kugira ico amubaza,Personne n'osait encore lui demander quoi que ce soit.,There was no one who again dared to ask him anything,grammar,,,,,,,pending
krd_001823_grammar,,Ntihagire ubimenya,Que personne ne le sache,Let no one know it,grammar,,,,,,,pending
krd_001824_grammar,,Ntihaje kwigishwa n’umwe ndetse uriya mugabo,Personne n'est venu apprendre sauf cet homme,No one came to learn except that man,grammar,,,,,,,pending
krd_001825_grammar,,Ntihakagire uwundi ahaba,Qu'il n'y en ait pas un autre qui y habite,Let there not be another who lives there,grammar,,,,,,,pending
krd_001826_proverbs,,Ntihāgá ibihúgu hāga imitíma.,"Le véritable espace nécessaire pour une vie paisible est dans le cœur, pas dans les frontières géographiques.","The real space needed for peaceful living is in the heart, not in the geographical boundaries.",proverbs,,,,,,,pending
krd_001827_grammar,,Ntimukabeshe,Ne mens pas !,Don’t you lie!,grammar,,,,,,,pending
krd_001828_grammar,,Ntimuraruha mubimenya canke mubitahura?,Tu ne peux pas encore le savoir ou le comprendre ?,Can’t you know it or understand it even yet?”,grammar,,,,,,,pending
krd_001829_proverbs,,Ntimute imyanda hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,,pending
krd_001830_grammar,,Ntituzokwama tubahanura,Nous ne vous réprimanderons pas toujours.,We will not always admonish you.,grammar,,,,,,,pending
krd_001831_grammar,,Ntiwariko turubaka,nous ne construisions pas,We were not building,grammar,,,,,,,pending
krd_001832_grammar,,Ntiyigera amwegera gushitsa aho yavyariye araheza amwita Yesu,il ne s'est pas approché d'elle jusqu'à ce qu'elle ait accouché puis il l'a appelé Jésus,he did not approach her until she had delivered then he called him Jesus,grammar,,,,,,,pending
krd_001833_proverbs,,"Ntugakunde ico utazi rero, kandi ufise ubwenge.","Ne sois pas intriguer par ce que tu ignores, alors que tu es intelligent.","Don't be intrigued by what you don't know, even though you are intelligent.",proverbs,,,,,,,pending
krd_001834_grammar,,Ntugasubire kuvuga,Ne parle plus !,Don’t speak again!,grammar,,,,,,,pending
krd_001835_grammar,,Ntugire uwo ubibwira,Ne le dis à personne,Tell it to no one,grammar,,,,,,,pending
krd_001836_emotions,,Ntuhangayike.,Ne t'inquiète pas.,Don't worry.,emotions,,,,,,,pending
krd_001837_proverbs,,Ntukabeshe.,Ne mens jamais.,Never lie.,proverbs,,,,,,,pending
krd_001838_grammar,,Nturaruha ubitahura?,Tu ne comprends pas ?,Can’t you understand it?,grammar,,,,,,,pending
krd_001839_grammar,,Nturushe uba maso n’isaha n’imwe?,Tu ne pourrais pas regarder ne serait-ce qu'une heure ?,Couldn’t youwatch even one hour?”,grammar,,,,,,,pending
krd_001840_grammar,,"Ntushobora kubona Paulo, kukw agiye",Tu ne peux pas voir Paul parce qu'il vient de partir,You can’t see Paul because he’s just gone,grammar,,,,,,,pending
krd_001841_proverbs,,Ntute hasi imicafu.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,,pending
krd_001842_proverbs,,Ntute imicafu hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,,pending
krd_001843_grammar,,Ntute uwo munyu kuko ndawugomba,Ne jette pas ce sel parce que je le veux,Don’t throw away that salt because I want it,grammar,,,,,,,pending
krd_001844_proverbs,,Ntuzigere ubesha.,Ne mens jamais.,Never lie.,proverbs,,,,,,,pending
krd_001845_proverbs,,Ntuzokwigere ubesha.,Ne mens jamais.,Never lie.,proverbs,,,,,,,pending
krd_001846_grammar,,Ntuzotanga Uwera wawe ngo aze abore,Vous ne donnerez pas votre Saint pour qu'il se décompose,You will not give your Holy One that He may decay,grammar,,,,,,,pending
krd_001847_proverbs,,Ntā barônkera rimwé nk'abáca imisígāti.,Chaque personne reçoit ses bénédictions en son temps.,Each person receives their blessings in their own time.,proverbs,,,,,,,pending
krd_001848_proverbs,,Ntā buja bukizá.,Le succès ne vient jamais de l'esclavage.,Success never comes from slavery.,proverbs,,,,,,,pending
krd_001849_proverbs,,Ntā bwênge bw'ŭmwe.,Une seule perspective ne capture pas l'image complète.,One perspective alone doesn't capture the whole picture.,proverbs,,,,,,,pending
krd_001850_proverbs,,Ntā cĭca umukŏndo ngo gisigé amara.,Le mal qui s'abat sur l'un peut jeter son ombre sur tous les proches.,The harm that befalls one may cast its shadow over all related.,proverbs,,,,,,,pending
krd_001851_proverbs,,Ntā gahéra iyό kăgīye.,Ce qui est perdu aujourd'hui peut revenir demain.,What is lost today may find its way back tomorrow.,proverbs,,,,,,,pending
krd_001852_proverbs,,Ntā joro ridacá.,Chaque nuit a son aurore.,Every night has its dawn.,proverbs,,,,,,,pending
krd_001853_proverbs,,Ntā kabúra imvo.,Rien ne se produit sans une cause précédente.,Nothing occurs without a preceding cause.,proverbs,,,,,,,pending
krd_001854_proverbs,,Ntā kěra kā gusa.,Ce qui est vraiment précieux n'est jamais obtenu gratuitement.,The truly valuable is never attained for free.,proverbs,,,,,,,pending
krd_001855_jokes,,"Ntā kīntu kibabáza nkó kwùúmva amaherá mw’ī pātaro utāherūka kwāmbara, hāma uyákūyeyó ugasānga ni agapápuró.","Rien ne fait aussi mal que de sentir de l'argent dans un vieux pantalon que vous n'avez pas porté depuis longtemps, mais lorsque vous essayez de le récupérer, vous découvrez que c'est juste un morceau de papier.","Nothing stings quite like discovering money in an old pair of pants you haven't worn in a while, only to realize it's just a piece of paper when you attempt to retrieve it.",jokes,,,,,,,pending
krd_001856_proverbs,,Ntā mbwá ikugána igúfa mu kanwa.,Un chien qui savoure un os reste silencieux.,A dog enjoying a bone remains quiet.,proverbs,,,,,,,pending
krd_001857_proverbs,,Ntā mpōngano y'ûmwânsi.,Ne donnez jamais à votre ennemi l'opportunité de rectifier ses erreurs.,Never give your foe the opportunity to rectify their mistakes.,proverbs,,,,,,,pending
krd_001858_proverbs,,Ntā mucūmvyi yabwîyimye.,"Celui qui détient la clé, ouvre des portes pour lui-même, comme il le souhaite.","He who holds the key, opens doors for himself, as he wishes.",proverbs,,,,,,,pending
krd_001859_proverbs,,Ntā mugabo umwé.,Deux têtes valent mieux qu'une.,Two heads are better than one.,proverbs,,,,,,,pending
krd_001860_proverbs,,Ntā mukúru aburá mukúruwé.,"Dans le royaume du pouvoir, il y a toujours une autorité supérieure.","In the realm of power, there is always a higher authority.",proverbs,,,,,,,pending
krd_001861_proverbs,,Ntā mukúru mu cōbo.,La tombe est le grand égalisateur.,The grave is the great equalizer.,proverbs,,,,,,,pending
krd_001862_proverbs,,Ntā muryāngo usūmbá inda.,"Dans la hiérarchie des priorités, l'estomac peut prendre le pas sur la famille.","In the hierarchy of priorities, the stomach can take precedence over family.",proverbs,,,,,,,pending
krd_001863_proverbs,,Ntā muzīndutsi wa kare ku mutíma w'úwŭndi.,"Dans le vrai amour, demander n'est jamais un fardeau.","In true love, asking is never a burden.",proverbs,,,,,,,pending
krd_001864_proverbs,,Ntā mvúra idahitá.,Les temps difficiles ne durent pas éternellement.,Difficult times are not everlasting.,proverbs,,,,,,,pending
krd_001865_proverbs,,Ntā mwâna n'íkinōno.,"L'amour d'un parent ne connaît pas de favoritisme, tous les enfants sont égaux à leurs yeux.","A parent's love knows no favoritism, all children are equal in their eyes.",proverbs,,,,,,,pending
krd_001866_proverbs,,Ntā mwîzá w'ínzara.,"Quand on a faim, la beauté perd son charme.","When hungry, beauty loses its charm.",proverbs,,,,,,,pending
krd_001867_proverbs,,Ntā mwônga uburá isáto iba idáhīzwé.,Chaque personne a ses propres défauts.,Every person has their own flaws.,proverbs,,,,,,,pending
krd_001868_proverbs,,Ntā nda iburá intŭntu.,"Dans chaque cœur, la douleur laisse sa marque.","In every heart, pain leaves its mark.",proverbs,,,,,,,pending
krd_001869_proverbs,,Ntā ndagúkūnda nkakwānkira umwâna.,Aimer une personne inclut aimer sa famille.,Love for a person includes love for their kin.,proverbs,,,,,,,pending
krd_001870_proverbs,,Ntā ngoma itavugá.,"Chaque battement de tambour représente une action, et chaque action a un impact.","Each drumbeat represents an action, and every action has an impact.",proverbs,,,,,,,pending
krd_001871_proverbs,,Ntā nkokókazi ibíka isăke irího.,"Là où il y a un coq, aucune poule ne chante.","Where there is a rooster, no hen sings.",proverbs,,,,,,,pending
krd_001872_proverbs,,Ntā ntāmbara iburá inkomére.,Chaque champ de bataille laisse des cicatrices.,Every battlefield leaves scars.,proverbs,,,,,,,pending
krd_001873_proverbs,,Ntā nzόga itagirá ijāmbo.,"En compagnie d'amis et d'hydromel, que des paroles de sagesse soient prononcées et entendues.","In the company of friends and mead, let words of wisdom be spoken and heard.",proverbs,,,,,,,pending
krd_001874_jokes,,"Ntā n’ùúmwe ibi bitìígeze bíshikira 
Māmá : Princiaaaa ingo hanóoo
Jēwé : Siharí màá
Māmá : Ingo hanó wewé","Tout le monde a déjà vécu cette situation.
Maman : ""Princiaaa ? Viens ici !""
Moi : ""Princia n'est pas là.""
Maman : ""Eh bien, toi, viens ici.""","Everyone has encountered this situation.
Mom: ""Princiaaa? Come here!""
Me: ""Princia is not here.""
Mom: ""So you, you come.""",jokes,,,,,,,pending
krd_001875_proverbs,,Ntā rirênga rícāka.,"Tant que le cœur bat, l'espoir ne doit jamais reculer.","As long as heart beats, hope should never retreats.",proverbs,,,,,,,pending
krd_001876_proverbs,,Ntā rubănza ruburá ijāmbo.,"Là où les gens se rassemblent, un discours doit couler.","Where people gather, a speech must flow.",proverbs,,,,,,,pending
krd_001877_proverbs,,Ntā rutôha rútūhíwe.,"Sans une nourriture adéquate, aucune plante ne prospère.","Without proper nourishment, no plant thrives.",proverbs,,,,,,,pending
krd_001878_proverbs,,Ntā shāmba risūmbá ijoro.,Aucune forêt n'est aussi redoutable que l'obscurité de la nuit.,No forest is as daunting as the darkness of the night.,proverbs,,,,,,,pending
krd_001879_proverbs,,Ntā wakóreye Imâna yĭkoreye amabóko.,Ceux qui servent Dieu par de bonnes actions trouveront toujours un but.,Those who serve God with good deeds will always find a purpose.,proverbs,,,,,,,pending
krd_001880_proverbs,,Ntā wubâgira ahatágirá isāzi.,"Où que aille le boucher, les mouches le trouveront.","Wherever the butcher goes, flies will find him.",proverbs,,,,,,,pending
krd_001881_proverbs,,Ntā wubândwa abângikanije.,On ne peut pas être dévoué à deux maîtres.,One cannot be devoted to two masters.,proverbs,,,,,,,pending
krd_001882_proverbs,,Ntā wubûrana n'úwumúgaba.,Il est imprudent de défier quelqu'un de plus puissant dans un litige juridique.,It is unwise to challenge someone of greater power in a legal dispute.,proverbs,,,,,,,pending
krd_001883_proverbs,,Ntā wubûrana n'úwumúhāmba.,"Dans la mort, le pouvoir de décider prend fin.","In death, one's power to decide ends.",proverbs,,,,,,,pending
krd_001884_proverbs,,Ntā wuhérekeza uwĭcaye.,"Personne ne peut accompagner une personne qui s'assoit. Si elle veut vraiment de la compagnie, elle doit se lever.","No one can accompany a person who sits. If they truly want company, they must stand.",proverbs,,,,,,,pending
krd_001885_proverbs,,Ntā wuhísha umwôtsi inzu iríko irashá.,Vous ne pouvez pas cacher les ondulations quand le trouble agite les eaux.,You can't conceal the ripples when trouble stirs the waters.,proverbs,,,,,,,pending
krd_001886_proverbs,,Ntā wuhόra ahό yabâye.,Il est important de s'aventurer loin de son lieu de naissance pour trouver des opportunités.,It's important to venture far from your birthplace to find opportunities.,proverbs,,,,,,,pending
krd_001887_proverbs,,Ntā wuménya umŭsi.,Personne ne connaît le jour.,Nobody knows the day.,proverbs,,,,,,,pending
krd_001888_proverbs,,Ntā wunyága uwó atăgabiye.,Personne ne peut reprendre ce qu'il n'a jamais donné.,No one can repossess what they've never bestowed.,proverbs,,,,,,,pending
krd_001889_proverbs,,Ntā wurágira mū nzu.,Vous ne pouvez pas mener le troupeau au pâturage à l'intérieur d'une maison.,You cannot lead the flock to pasture inside a house.,proverbs,,,,,,,pending
krd_001890_proverbs,,Ntā wurímira amasáka ahó atagirá amasabo.,Le succès attire l'attention de ceux qui sont dans le besoin.,Success draws the attention of those in need.,proverbs,,,,,,,pending
krd_001891_proverbs,,Ntā wurîra ibigôri ahó yagôrewe.,On savoure rarement un fruit doux du même arbre amer.,One seldom savors sweet fruit from the same bitter tree.,proverbs,,,,,,,pending
krd_001892_proverbs,,Ntā wurônderera ubwîzá mw'īkazānga.,La véritable beauté ne peut être atteinte par les cosmétiques.,True beauty cannot be attained through cosmetics.,proverbs,,,,,,,pending
krd_001893_proverbs,,Ntā wusângira n'ûmwôro umwērēra.,Une coupe de générosité peut ne pas atteindre les pauvres.,A cup of generosity may not reach the poor.,proverbs,,,,,,,pending
krd_001894_proverbs,,Ntā wusíga inká mw'īgabiro.,Ne laissez jamais un cadeau entre les mains du donneur.,Never leave a gift in the hands of the giver.,proverbs,,,,,,,pending
krd_001895_proverbs,,Ntā wusîmba agasîndé.,Un petit paquet maudit sur votre chemin est insurmontable.,A small cursed parcel in your way is insurmountable.,proverbs,,,,,,,pending
krd_001896_proverbs,,Ntā wutânga Imâna kwĭhebūra.,On ne doit pas désespérer devant Dieu.,One should not desperate before God.,proverbs,,,,,,,pending
krd_001897_proverbs,,Ntā wutânga icό adafisé.,On ne peut pas donner ce qu'on n'a pas.,You can't give what you don't have.,proverbs,,,,,,,pending
krd_001898_proverbs,,Ntā wutêra atêngase.,Personne ne laboure la terre avec un fardeau sur la tête.,No one tills the land with a burden on their head.,proverbs,,,,,,,pending
krd_001899_proverbs,,Ntā wutêra ibuye ahó yatéretse igisābo.,"Là où il y a quelque chose de précieux, le chaos est évité.","Where there is something valuable, chaos is avoided.",proverbs,,,,,,,pending
krd_001900_proverbs,,Ntā wutîza urūgi imfyísi zâtêye.,"Lorsque des menaces sont présentes, la porte ne peut être empruntée.","When threats are present, the door cannot be borrowed.",proverbs,,,,,,,pending
