ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002701_grammar,,Yahindutse ukundi,il a changé,he changed,grammar,,,,,,,pending
krd_002702_grammar,,Yahoze ari umunyeshuri,Il a toujours été un élève.,He was always a pupil.,grammar,,,,,,,pending
krd_002703_grammar,,Yaje mw'isomero adafise igitabo,Il est venu à l'école sans livre,He came to school without a book,grammar,,,,,,,pending
krd_002704_action-verbs,,Yakubwiye iki?,Qu'est-ce qu'il a dit ?,What did he say?,action-verbs,,,,,,,pending
krd_002705_proverbs,,"Yakunda kutubaza ati:""Uva hehe?"".","Il nous demandait souvent : ""d'où viens-tu ?"".",He often asked us: where are you from?.,proverbs,,,,,,,pending
krd_002706_emotions,,Yama anezerewe buri musi,Elle est toujours heureuse.,She is always happy.,emotions,,,,,,,pending
krd_002707_emotions,,Yama aryohewe.,Elle est toujours heureuse.,She is always happy.,emotions,,,,,,,pending
krd_002708_proverbs,,"Yamara nyene, izimangana ry’ururimi rwacu ryaratanguye.","Pourtant, l'extinction de notre langue a commencé.","However, the extinction of our language has begun.",proverbs,,,,,,,pending
krd_002709_vocabulary,,Yambaye amarori,Il porte de lunettes,He is wearing glasses,vocabulary,,,,,,,pending
krd_002710_adjectives,,Yambaye ikanzu ishushe.,Il porte un manteau chaud.,He is wearing a warm coat.,adjectives,,,,,,,pending
krd_002711_general,,Yambaye ikanzu itukura,Elle porte une robe rouge.,She is wearing a red dress.,general,,,,,,,pending
krd_002712_action-verbs,,Yaratureze turakura tugera mu bigero.,Il nous a élevé jusqu'à la maturité.,He raised us to maturity.,action-verbs,,,,,,,pending
krd_002713_grammar,,Yaremaye ibirenge uhereye kuva mu nda ya nyina,Il était infirme de naissance,He was crippled from birth,grammar,,,,,,,pending
krd_002714_grammar,,Yari asanzwe arwaye atarakomereka,Il avait été malade avant de se blesser,He had been sick before he got hurt,grammar,,,,,,,pending
krd_002715_food,,Yari imfungurwa iryoshe,C'était un repas délicieux.,It was a delicious meal.,food,,,,,,,pending
krd_002716_jokes,,"Yarâmpévye, nôné ubu dukūndana na nyéne inzu abamwó.","Il m'a quitté, mais maintenant je suis en couple avec le propriétaire de son appartement. ","He dumped me, but now I'm in a relationship with the landlord of his apartment.",jokes,,,,,,,pending
krd_002717_grammar,,Yateye umupira ubwa kabiri,Il a lancé le ballon une deuxième fois,He threw the ball the second time,grammar,,,,,,,pending
krd_002718_grammar,,"Yavuga, ati Oya! bagaca bamubarira..",S'il disait : Non ! alors ils lui ont dit..,"If he said, No! then they told him..",grammar,,,,,,,pending
krd_002719_action-verbs,,Yavuze ibiki?,Qu'est-ce qu'il a dit ?,What did he say?,action-verbs,,,,,,,pending
