ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001201_proverbs,,Meditasiyo irafasha kuruhuka no kwiyumvirako.,La méditation aide à se détendre.,Meditation helps you relax.,proverbs,,,,,,,pending
krd_001202_proverbs,,Mfise abahungu babiri tuvukana.,J'ai deux frères.,I have two brothers.,proverbs,,,,,,,pending
krd_001203_proverbs,,Mfise abavukanyi babiri,J'ai deux frères.,I have two brothers.,proverbs,,,,,,,pending
krd_001204_proverbs,,Mfise basaza banje babiri.,J'ai deux frères.,I have two brothers.,proverbs,,,,,,,pending
krd_001205_proverbs,,Mfise basazanje babiri,J'ai deux frères.,I have two brothers.,proverbs,,,,,,,pending
krd_001206_general,,Mfise imyaka mirongo ibiri.,J'ai vingt ans.,I am twenty years old.,general,,,,,,,pending
krd_001207_emotions,,Mfise itiro,J'ai sommeil.,I'm sleepy.,emotions,,,,,,,pending
krd_001208_emotions,,Mfise ubwoba,Je suis effrayé,I am afraid,emotions,,,,,,,pending
krd_001209_grammar,,Micheli yari yaragiye i Bugande ntaragenda iwabo,Michel était parti en Ouganda avant que j'aille chez eux,Michel had gone to Uganda before I went to their place,grammar,,,,,,,pending
krd_001210_grammar,,Minani ni mwene Yohana,Minani est le fils de John,Minani is John’s son,grammar,,,,,,,pending
krd_001211_grammar,,Minani ntazi ubwenge nka Gahungu,Minani est moins intelligent que Gahungu,Minani is less intelligent than Gahungu,grammar,,,,,,,pending
krd_001212_proverbs,,Mpa nūmvé yĭshwe n'úmuráhu.,Celui qui se délecte de chaque plat peut en trouver un mortel.,The one who indulges in every dish may find a deadly one.,proverbs,,,,,,,pending
krd_001213_jokes,,"Mpejeje kwīshuza māwé amaherá namúgurānye, aca ambwīra ngo mbānze nàánje ndamwìíshure ivyó kuryá vyöse yangáburiye kuva mvûka.","Je viens de demander à ma mère de me rembourser l'argent que je lui ai prêté, devinez sa réponse ! Elle m'a demandé de d'abord lui rembourser également toutes les choses qu'elle m'a données depuis ma naissance.","I just asked my mom to repay the money I lent her, and guess what? She responded by requesting me to first reimburse her for everything she's given me since I was born.",jokes,,,,,,,pending
krd_001214_action-verbs,,Mpitamwo gutambuka nihuta.,Je préfère la marche rapide.,I prefer brisk walking.,action-verbs,,,,,,,pending
krd_001215_food,,Mpitamwo umuceri mu kibanza c'Ubugari.,Je préfère le riz au lieu des pâtes.,I prefer rice instead of pasta.,food,,,,,,,pending
krd_001216_grammar,,Mpora ntangura akazi isaha zibiri,Je commence toujours à travailler à 8h00,I always start work at 8:00,grammar,,,,,,,pending
krd_001217_jokes,,Mpora nâduka nkatwēnga iyó nībútse ukūntu túkiri abâna bàáduhamagara ngo dutāmbíre abashitsi,"Je me tords de rire à chaque fois que je me souviens de notre enfance, quand on nous appelait pour faire une danse pour les visiteurs.",I burst into laughter every time I recall the days of our childhood when they summoned us to perform a dance routine for the visitors.,jokes,,,,,,,pending
krd_001218_proverbs,,Mpūngé urw'ăha yakímajije amaguru.,Celui qui fuit les ennuis continue de courir.,He who flees from troubles keeps on running.,proverbs,,,,,,,pending
krd_001219_jokes,,"Mu Burùúndi bákubwīye kó mupfāná ikīntu n'úmūntu murí mu kigero kimwé , icó mwōbá múpfāna cöse, ubwo nyéne muca múhīnduka abavyâra.","Au Burundi, si on te dit que tu es lié à quelqu'un, et que cette personne est dans la même tranche d'âge que toi, vous devenez automatiquement cousins, peu importe la nature réelle du lien","In Burundi, if they tell you that you are related to someone, and that someone is in the same age group as you, you automatically become cousins, no matter what actually connects you.",jokes,,,,,,,pending
krd_001220_jokes,,Mu Burùúndi nihó hônyené nyoko wāwe ashobóra kugúkubita ikòófe kubêra uríko urizwa n'íkòófe yaguhàáye.,C'est seulement au Burundi où ta maman pourrait te gifler parce que tu pleures à cause de la gifle qu'elle vient de te donner.,"Only in Burundi, where your mom might slap you for crying because of the slap she just gave you.",jokes,,,,,,,pending
krd_001221_jokes,,"Mu Burùúndi nihó hāntu hônyené ushobóra gusânga sówàányu cânké nyokwàányu, umúsūmvya imyâka.",C'est une situation unique au Burundi de découvrir que vous êtes plus âgé que votre oncle ou votre tante.,It's a unique Burundian scenario to discover that you are older than your uncle or aunt.,jokes,,,,,,,pending
krd_001222_grammar,,Mu bisanzwe amashure yisumbuye agizwe n'ibice bibiri,Les écoles secondaires sont généralement divisées en deux parties,Secondary schools are generally divided into two parts,grammar,,,,,,,pending
krd_001223_proverbs,,Mu buzima ni ukwitonda,Dans le vie il faut rester humble,In life you have to stay humble,proverbs,,,,,,,pending
krd_001224_jokes,,"Mu bìíndi bihúgu: mukûnzi nātāshe ,Mu Burùúndi rēró: Hewée...","dans d'autres pays: Mon amour, je suis à la maison, Au Burundi : Heyy...","in other countries: My love, I am home.
In Burundi: Heyy... ",jokes,,,,,,,pending
krd_001225_proverbs,,Mu ci ni ho ikawa bayamura bakayijana ku masoko abegereye.,Pendant l'été c'est là où on cueille le café et l'amenant à des marchés près,During the summer this is where coffee is picked and taken to nearby markets,proverbs,,,,,,,pending
krd_001226_grammar,,Mu gice ca mbere abana bamara imyaka ine ku ntebe y'ishure,"Dans la première partie, les enfants passent quatre ans à l'école","In the first part, the children spend four years at school",grammar,,,,,,,pending
krd_001227_proverbs,,"Mu gihe c’intambara, abana bategerezwa gukingirwa.","En temps de guerre, les enfants doivent être protégés.","In times of war, children must be protected.",proverbs,,,,,,,pending
krd_001228_action-verbs,,"Mu kiringo gito cane, twoba twabonye ihinduka.","En très peu de temps, nous aurions constaté un changement.","In a very short time, we would have seen a change.",action-verbs,,,,,,,pending
krd_001229_grammar,,Mu kwezi kwa kane azoba yarasubiye i wabo,"En avril, il sera rentré chez lui",In April he will have gone home,grammar,,,,,,,pending
