ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001701_action-verbs,,Nigira mu makosa yanje.,J'apprends de mes erreurs.,I learn from my mistakes.,action-verbs,,,,,,,pending
krd_001702_idioms,,Nigute bavuga iki mugifaransa,Comment dit-on cela en français?,How do you say this in French?,idioms,,,,,,,pending
krd_001703_location,,Nihehe hari akaguriro k'Imiti aha hafi?,Où est la pharmacie la plus proche?,Where is the nearest pharmacy?,location,,,,,,,pending
krd_001704_action-verbs,,Nihehe hari ikibanza co kwoga?,Où est la salle de bain?,Where is the bathroom?,action-verbs,,,,,,,pending
krd_001705_action-verbs,,Nihehe waguriye iyi koti.,Où as-tu acheté cette veste?,Where did you buy this jacket?,action-verbs,,,,,,,pending
krd_001706_time,,Niho nzoba ndi Isha z'ine z'agatondo,Je serai là à dix heures.,I'll be there at ten o'clock.,time,,,,,,,pending
krd_001707_time,,Niho nzoba ndi isaha zine.,Je serai là à dix heures.,I'll be there at ten o'clock.,time,,,,,,,pending
krd_001708_action-verbs,,Nikangira isaha zitandatu.,Je me réveille à six heures.,I wake up at six o'clock.,action-verbs,,,,,,,pending
krd_001709_action-verbs,,Niki ukumbuye?,Qu'est-ce qui t'a manqué?,What did you miss?,action-verbs,,,,,,,pending
krd_001710_action-verbs,,Nimuhamagare inyamiramabi!,Appelez la police!,Call the police!,action-verbs,,,,,,,pending
krd_001711_location,,Ninde atanga ama karata.,Où est le distributeur de billets?,Where is the ATM?,location,,,,,,,pending
krd_001712_action-verbs,,Nipfuza kuvugana hamwe n’umunyeshure.,Je veux parler avec l'étudiant.,I want to speak with the student.,action-verbs,,,,,,,pending
krd_001713_emotions,,Niryari tuzongera kubonana ?,Quand nous reverrons-nous?,When will we see each other again?,emotions,,,,,,,pending
krd_001714_proverbs,,"Nitwa Rugwe, ndakunda imihwi.","Je m'appelle Rugwe , j'aime les bananes mûrs","My name is Rugwe, I like ripe bananas",proverbs,,,,,,,pending
krd_001715_proverbs,,Nivyiza ku magara,C'est bon pour la santé.,It's good for your health.,proverbs,,,,,,,pending
krd_001716_action-verbs,,Niyihe ngingo ya mbere ya ivyigwa?,Quel est le premier point à l'ordre du jour?,What is the first item on the agenda?,action-verbs,,,,,,,pending
krd_001717_action-verbs,,Niyihe reresi ukunda cane?,Quel est ton film préféré?,What is your favorite movie?,action-verbs,,,,,,,pending
krd_001718_emotions,,Niyumva neza iki gitondo.,Je me sens mieux ce matin.,I feel better this morning.,emotions,,,,,,,pending
krd_001719_action-verbs,,Nizera ko nzomubona kandi.,J'espère la revoir.,I hope to see her again.,action-verbs,,,,,,,pending
krd_001720_grammar,,Nkaba ngarutse,Si seulement j'étais revenu,If only I had returned,grammar,,,,,,,pending
krd_001721_jokes,,"Nkaca ntângura gufūngura, Máze gutângura gufūngura, māwé agaca yôngerakó: ""iyâbá wîga cāne nkûkó ufūngúra uba urônka amanotá mēzá""
Abavyêyi b’ábarùúndi ní abā mbere núkurí .","Plus tard, alors que je commence à manger : Maman : ""Si seulement tu avais étudié aussi assidûment que tu dévores ce repas, tu aurais eu de bonnes notes."" Les mamans burundaises sont les meilleures."," Later, as I start to eat: - Mom: ""If only you had studied as diligently as you're devouring that meal, you would have received good grades."" Burundian moms are the best.",jokes,,,,,,,pending
krd_001722_action-verbs,,Nkeneye Imiti.,J'ai besoin de médicaments.,I need medicine.,action-verbs,,,,,,,pending
krd_001723_vocabulary,,Nkeneye ifu hamwe n'Isukari.,J'ai besoin de farine et de sucre.,I need flour and sugar.,vocabulary,,,,,,,pending
krd_001724_action-verbs,,Nkeneye ko bantwara.,J'ai besoin qu'on m'emmène.,I need a ride.,action-verbs,,,,,,,pending
krd_001725_action-verbs,,Nkeneye muganga,J'ai besoin d'un médecin.,I need a doctor.,action-verbs,,,,,,,pending
krd_001726_action-verbs,,Nkeneye nyabwonko nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,action-verbs,,,,,,,pending
krd_001727_general,,Nkeneye ubufasha.,J'ai besoin d'aide.,I need help.,general,,,,,,,pending
krd_001728_grammar,,Nkiri umwana nakora mu mirima imisi yose,"Quand j'étais enfant, j'ai toujours travaillé dans les jardins",While I was a child I always worked in the gardens,grammar,,,,,,,pending
krd_001729_vocabulary,,Nkunda ibicuruzwa vyo mu gihugu cacu.,Je préfère les produits locaux.,I prefer local products.,vocabulary,,,,,,,pending
krd_001730_grammar,,Nk’uko Dawidi na we yavuze,Comme David l'a également dit,As David also said,grammar,,,,,,,pending
krd_001731_grammar,,"Nk’uko Kristo yazuwe mu bapfuye n’ubwiza bwa Data wa twese, abe ari ko natwe tugendana ubugingo busha","Comme Christ est ressuscité des morts par la gloire du Père, afin que nous puissions nous aussi marcher dans une vie nouvelle","As Christ was raised from the dead by the glory of the Father, that we also may walk in a new life",grammar,,,,,,,pending
krd_001732_grammar,,Nk’uko mwaha imibiri yanyu ibiteye isoni ...abe ari ko na none muha ukugororoka imibiri yanyu,Tout comme vous avez livré votre corps à des choses honteuses... ainsi maintenant donnez votre corps à la justice.,Just as you gave your bodies to shameful things ... so now give your bodies to righteousness,grammar,,,,,,,pending
krd_001733_jokes,,"Nk’ákarorero, iyó umenyé isáhàáni uca wûmva  ngo: ""Gēnda utōré n’ízìíndi zirí mukabàáti uzimené""
Twese turazi ico aba ashatse kukubwira"," Par exemple, après avoir cassé une assiette, ils pourraient dire :""Va en prendre d'autres et casse-les aussi.""
On sait tous ce qu'elle veux vraiment dire.","For instance, after breaking a glass, they might say:""Go and take others and break them too.""
We all know what they really meant.",jokes,,,,,,,pending
krd_001734_grammar,,Noba ngiye,je serais parti,I would have gone,grammar,,,,,,,pending
krd_001735_grammar,,Nobesha?,Est-ce que je mentirais ?,Would I tell a lie?,grammar,,,,,,,pending
krd_001736_grammar,,Nobishobora?,Serais-je capable de le faire ?,Would I be able to do it?,grammar,,,,,,,pending
krd_001737_grammar,,Nogiye kurima ariko simfise isuka,"Je serais allé voir une pute, mais je n'ai pas de pute","I would have gone to hoe, but i don’t have a hoe",grammar,,,,,,,pending
krd_001738_grammar,,Nokunze kumubona ariko sinari i muhira,"J'aurais aimé le voir, mais je n'étais pas chez moi","I would like to have seen him, but I wasn‘t at home",grammar,,,,,,,pending
krd_001739_action-verbs,,None bakimenye ata mwanya bagihaye,Est-ce qu’il ont progressé sans se donner du temps,Did they progress without giving themselves time?,action-verbs,,,,,,,pending
krd_001740_idioms,,None boba babikuye hehe?,où pourraient-ils les obtenir?,where could they get them?,idioms,,,,,,,pending
krd_001741_proverbs,,None wewe ntubona ko batubeshe?,Est ce que toi tu vois pas qu'ils nous on menti ?,Don't you see that they lied to us?,proverbs,,,,,,,pending
