ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001601_jokes,,"Ndí mu kaguriro, nahūriyeyó n'ûwó twāhorá dúkūndana, ca ntāngura kugura ibīntu ndámubēsha kó ndíko ngura ivy’úbukwé.","Quand j'ai croisé mon ex au centre commercial, j'ai impulsivement commencé à acheter plein de choses, prétendant que je me préparais pour mon mariage. ","When I ran into my ex at the mall, I impulsively started buying a bunch of things, pretending I was preparing for my wedding.",jokes,,,,,,,pending
krd_001602_proverbs,,Ndīndé yarápfūye Mpūngé arakíra.,"Un homme courageux peut tomber, mais un homme prudent survit.","A brave man may fall, but a prudent man survives.",proverbs,,,,,,,pending
krd_001603_grammar,,Ngaba mama na bene mama,Voici ma mère et mes frères,Here are my mother and my brothers,grammar,,,,,,,pending
krd_001604_action-verbs,,Ngendanwa yanje irihe?,Où est mon téléphone?,Where is my phone?,action-verbs,,,,,,,pending
krd_001605_action-verbs,,Ngira mfate tagisi.,Je vais prendre un taxi.,I'm going to take a taxi.,action-verbs,,,,,,,pending
krd_001606_grammar,,Ngira ngo nta biharage biriho mw isoko,Je ne pense pas qu'il y ait des haricots au marché,I don’t think there are any beans at the market,grammar,,,,,,,pending
krd_001607_grammar,,"Ngira ngo ntidushobora gukora ya mashini, Dupfe kugerageza","Je ne pense pas que nous puissions réparer cette machine, essayons quand même","I don’t think we can repair that machine, Let’s try anyhow",grammar,,,,,,,pending
krd_001608_action-verbs,,Ngira niyoze amenyo.,Je me brosse les dents.,I brush my teeth.,action-verbs,,,,,,,pending
krd_001609_action-verbs,,Ngira nkosore ico ubunyene.,Je vais corriger cela immédiatement.,I will correct this immediately.,action-verbs,,,,,,,pending
krd_001610_action-verbs,,Ngira nkosore ubu nyene.,Je vais corriger cela immédiatement.,I will correct this immediately.,action-verbs,,,,,,,pending
krd_001611_action-verbs,,Ngira noze ivyombo.,Je vais faire la vaisselle.,I'm going to do the dishes.,action-verbs,,,,,,,pending
krd_001612_action-verbs,,Ngira nrye indya.,Je veux manger de la nourriture.,I want to eat food.,action-verbs,,,,,,,pending
krd_001613_action-verbs,,Ngira nsinzire gato.,Je vais faire une sieste.,I'm going to take a nap.,action-verbs,,,,,,,pending
krd_001614_grammar,,Ngira ntume integuza yanje imbere y’amaso yawe,Je suis sur le point d'envoyer mon messager devant ta face,I am about to send my messenger before your face,grammar,,,,,,,pending
krd_001615_grammar,,Ngivyo ibiti twaguze,Il y a les arbres que nous avons achetés,There are the trees we bought,grammar,,,,,,,pending
krd_001616_action-verbs,,Ngiye gufata tagisi.,Je vais prendre un taxi.,I'm going to take a taxi.,action-verbs,,,,,,,pending
krd_001617_grammar,,Ngiye guhimbaza misa,Je vais célébrer la messe,I'm going to celebrate mass,grammar,,,,,,,pending
krd_001618_action-verbs,,Ngiye guhindura akazi.,Je vais changer de travail.,I'm going to change jobs.,action-verbs,,,,,,,pending
krd_001619_action-verbs,,Ngiye gusinzira.,Je vais me coucher.,I'm going to bed.,action-verbs,,,,,,,pending
krd_001620_action-verbs,,Ngiye ku bitaro.,Je vais à l'hôpital.,I'm going to the hospital.,action-verbs,,,,,,,pending
krd_001621_action-verbs,,Ngiye ku kazi.,Je vais au travail.,I'm going to work.,action-verbs,,,,,,,pending
krd_001622_action-verbs,,Ngiye kubitaro,Je vais à l'hôpital.,I'm going to the hospital.,action-verbs,,,,,,,pending
krd_001623_action-verbs,,Ngiye kuri kaminuza.,Je vais à l'université.,I'm going to university.,action-verbs,,,,,,,pending
krd_001624_action-verbs,,Ngiye kuryama.,Je vais me coucher.,I'm going to bed.,action-verbs,,,,,,,pending
krd_001625_action-verbs,,Ngiye kwoza ivyombo.,Je vais faire la vaisselle.,I'm going to do the dishes.,action-verbs,,,,,,,pending
