ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000901_proverbs,clips/proverbs/prov040.mp3,Intabarirwa ibarirwa nuko amaso atukuye.,Celui qui n’écoute pas n’écoutera que dans des situations terribles.,"The one who doesn’t listen, will listen only through terrible situations.",proverbs,,,,,,,recorded
krd_000902_proverbs,,Interineti ntikora.,Internet ne fonctionne pas.,Internet does not work.,proverbs,,,,,,,pending
krd_000903_proverbs,clips/proverbs/prov008.mp3,Intirinda irandura.,Celui qui n'y prend pas garde est contaminé.,He who is not careful gets contaminated.,proverbs,,,,,,,recorded
krd_000904_proverbs,,Intwâri iboneka rúkāmvye.,Le véritable caractère d'une personne se révèle dans les moments d'adversité.,The true character of a person is revealed in times of adversity.,proverbs,,,,,,,pending
krd_000905_proverbs,,Intábarírwa ibarirwa n'ûkό amâso atukúye.,"Un homme sage apprend des conseils, un fou des conséquences.","A wise man learns from advice, a fool from consequences.",proverbs,,,,,,,pending
krd_000906_proverbs,,Intábazá irya imiziro.,"Celui qui ne demande pas, risque de manger des choses interdites.","He who does not ask, risks eating forbidden things.",proverbs,,,,,,,pending
krd_000907_proverbs,,Intábiríma ntíyabírīye.,N'attends pas une récolte différente de ce que tu as semé.,Expect not a different harvest from what you have sown.,proverbs,,,,,,,pending
krd_000908_proverbs,,Intárimá ntímirá.,Celui qui ne moissonne pas ne se nourrit pas.,He who doesn't reap doesn't feed himself.,proverbs,,,,,,,pending
krd_000909_proverbs,,Intângo y'úbuhănza ní amasόso.,Les nuages les plus sombres annoncent la tempête.,The darkest clouds foretell the storm.,proverbs,,,,,,,pending
krd_000910_proverbs,,Intîbágira ntíbāná.,"Pour vivre avec les autres, il faut apprendre à oublier les torts qui leur ont été faits.","To live with others, one must learn to forget the wrongs done to them.",proverbs,,,,,,,pending
krd_000911_proverbs,,Intîbágira ntírerá impfûvyi.,Celui qui reste coincé dans le passé ne peut pas s'occuper correctement de ceux qui ont besoin d'un avenir.,One who remains stuck in the past cannot properly care for those who need a future.,proverbs,,,,,,,pending
krd_000912_proverbs,,Intúmwa irarābirwa ntíyīcwá.,"Le messager porte les nouvelles, et sa sécurité est assurée.","The messenger bears the news, and his safety is ensured.",proverbs,,,,,,,pending
krd_000913_proverbs,,Intŏre ihūmba itwênga.,Un visage souriant peut cacher un cœur trompeur.,A smiling face may hide a deceitful heart.,proverbs,,,,,,,pending
krd_000914_proverbs,,Intŏre ntírāmbá.,Ceux qui brillent le plus fort disparaissent souvent le plus vite.,Those who shine the brightest often disappear the fastest.,proverbs,,,,,,,pending
krd_000915_action-verbs,,Inyabwonko yanje irateba.,Mon ordinateur est très lent.,My computer is very slow.,action-verbs,,,,,,,pending
krd_000916_action-verbs,,Inyabwonko yanje iritonda cane.,Mon ordinateur est très lent.,My computer is very slow.,action-verbs,,,,,,,pending
krd_000917_jokes,clips/jokes/h38.mp3,Inyamanza ineye ku bugari ibarira umwana wayo iti buhanagure tuburye mwananje niryo ntabariwe nararibonye!,"""Essuie-le, et mangeons, mon enfant : j'ai vu moi-même ce que personne ne m'a dit"", affirmait à son enfant la bergeronnette dont les crottes étaient tombées dans la polenta !","""Wipe it, and let's eat, my child: I have seen myself what noone has told me"", affirmed to his child the wagtail whose droppings had fallen into the polenta!",jokes,,,,,,,recorded
krd_000918_action-verbs,,Inyenyeri zirakaka mw'ijoro.,Les étoiles brillent la nuit.,The stars shine at night.,action-verbs,,,,,,,pending
krd_000919_action-verbs,,Inyenyeri ziraca ibibatsi mu ijoro,Les étoiles brillent la nuit.,The stars shine at night.,action-verbs,,,,,,,pending
krd_000920_action-verbs,,Inyenyeri ziraca ibibatsi mw'ijoro.,Les étoiles brillent la nuit.,The stars shine at night.,action-verbs,,,,,,,pending
