ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001401_action-verbs,,Natangiriwe ni imodoka zabuze aho zica.,Je suis coincé dans les embouteillages.,I'm stuck in traffic.,action-verbs,,,,,,,pending
krd_001402_action-verbs,,Nataye igitabo c'inzira.,J'ai perdu mon passeport.,I lost my passport.,action-verbs,,,,,,,pending
krd_001403_action-verbs,,Nataye ikibika mpapuro canje.,J'ai perdu mon portefeuille.,I lost my wallet.,action-verbs,,,,,,,pending
krd_001404_action-verbs,,Natoye inyishu.,J'ai trouvé la solution.,I found the solution.,action-verbs,,,,,,,pending
krd_001405_action-verbs,,Navyutse isaha cumi na zibiri,Je me réveille à six heures.,I wake up at six o'clock.,action-verbs,,,,,,,pending
krd_001406_grammar,,Nca nkuzanira ivyo bitabo,Je t'apporterai ces livres immédiatement,I will bring you those books at once,grammar,,,,,,,pending
krd_001407_jokes,,Ncé mbóna yūguruje ikiyêri amênyo,"Soudain, je la vois ouvrir une bière avec ses dents.",Then I saw her opening a beer with her teeth,jokes,,,,,,,pending
krd_001408_action-verbs,,Nda nshonje ubu,J'ai faim maintenant.,I'm hungry now.,action-verbs,,,,,,,pending
krd_001409_grammar,,Ndabahamagare?,Dois-je les appeler ?,Shall I call them?,grammar,,,,,,,pending
krd_001410_emotions,,Ndabakunda cane.,Je vous aime beaucoup.,I love you very much.,emotions,,,,,,,pending
krd_001411_emotions,,Ndabashimira kubufasha bwanyu.,Je suis reconnaissant pour votre aide.,I am grateful for your help.,emotions,,,,,,,pending
krd_001412_proverbs,,"Ndabihejeje, aca antuma gusoroma ibijumbu. Mpitana isuka n’igitemere, mfata akayira.","Après avoir terminé, il m'a envoyé récolter les patates douces. J'ai pris la houe et le panier, pris le chemin.","After he finished, he sent me out to harvest the sweet potatoes. I took the hoe and the basket, took the path.",proverbs,,,,,,,pending
krd_001413_emotions,,Ndabipfuriza imigisha myinshi.,Je leur souhaite beaucoup de bonheur.,I wish them lots of happiness.,emotions,,,,,,,pending
krd_001414_proverbs,,Ndabirīnze yagûye mu mirīnzi.,Trop de protection peut mener à la chute.,Too much protection can lead to one's downfall.,proverbs,,,,,,,pending
krd_001415_proverbs,,Ndabirŭnguruke yagûye mu myūgariro.,La curiosité qui franchit les limites peut entraîner des conséquences inattendues.,Curiosity that crosses boundaries can lead to unexpected consequences.,proverbs,,,,,,,pending
krd_001416_general,,Ndacafise impungenge.,J'ai quelques doutes.,I have some doubts.,general,,,,,,,pending
krd_001417_proverbs,,Ndacâri mutó ní bwo butīndi.,Utiliser la jeunesse comme excuse pour ne rien faire de valable est un signe de honte.,Using youth as an excuse for not doing something valuable is a sign of shame.,proverbs,,,,,,,pending
krd_001418_general,,Ndafise amakenga.,J'ai quelques doutes.,I have some doubts.,general,,,,,,,pending
krd_001419_grammar,,Ndagendayo mvuye i muhira,"J'y vais, étant revenu de chez moi","I’ll go there, having come from home",grammar,,,,,,,pending
krd_001420_adverbs,,Ndagerageza gukorera ku masaha.,J'essaie d'être toujours à l'heure.,I try to always be on time.,adverbs,,,,,,,pending
krd_001421_adverbs,,Ndagerageza kuba ku mwanya iminsi yose,J'essaie d'être toujours à l'heure.,I try to always be on time.,adverbs,,,,,,,pending
krd_001422_adverbs,,Ndagerageza kwama ndi ku masaha,J'essaie d'être toujours à l'heure.,I try to always be on time.,adverbs,,,,,,,pending
krd_001423_action-verbs,,Ndagifise.,Je le tiens.,I have it.,action-verbs,,,,,,,pending
