ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000801_proverbs,,Imâna itāngira mw'ītíro.,Dans l'inattendu se cache le trésor des bénédictions.,In the unexpected lies the hidden treasure of blessings.,proverbs,,,,,,,pending
krd_000802_proverbs,,Imâna ntîbá kabiri.,Le visage de Dieu brille d'une seule face de bonté sans limite.,God's countenance shines with a single face of boundless kindness.,proverbs,,,,,,,pending
krd_000803_proverbs,,Imâna ntîhá uwĭcaye.,Les paresseux ne reçoivent pas de faveurs divines.,The lazy do not receive divine favors.,proverbs,,,,,,,pending
krd_000804_proverbs,,Imâna ntîhá uwĭruka.,Les bénédictions de Dieu viennent à ceux qui ont la patience d'attendre.,God's blessings come to those who have the patience to wait.,proverbs,,,,,,,pending
krd_000805_proverbs,,Imâna ntîhá uwĭsīze.,Faire semblant ne vous vaudra pas les bénédictions de Dieu.,Faking won't earn you God's blessings.,proverbs,,,,,,,pending
krd_000806_proverbs,,Imâna ntîhá uwĭtāngira itáma.,"La main de Dieu récompense les généreux, non les avares..","The hand of God rewards the generous, not the greedy.",proverbs,,,,,,,pending
krd_000807_proverbs,,Imâna y'ûmwôro imurābīsha umugôngo.,Le silence de Dieu est souvent la réponse aux prières des malheureux.,God's silence is often the reply to the prayers of the wretched.,proverbs,,,,,,,pending
krd_000808_proverbs,,Imâna ya mwêne só si yó ya mwêne nyoko.,Les bénédictions des autres ne sont pas les mêmes que les vôtres.,The blessings of others are not the same as yours.,proverbs,,,,,,,pending
krd_000809_proverbs,,Imānga ntímaríra Imâna.,"La mort peut emporter des individus, mais l'esprit collectif perdure..","Death may take individuals, but the collective spirit endures.",proverbs,,,,,,,pending
krd_000810_proverbs,,Imĭsi irasa ntingána.,Chaque jour est unique à sa manière.,Each day is unique in its own way.,proverbs,,,,,,,pending
krd_000811_jokes,clips/jokes/h12.mp3,Inabigirankana ataye ikibuno ku ziko ati ibibanza vyaduhindutse!,"""Nos emplacements sont d'humeur changeante"", comme disait l'entêté déchu, le seant dans le foyer !","""Our locations are in a changing mood"", as the fallen stubborn said, the seant in the hearth!",jokes,,,,,,,recorded
