ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000601_grammar,,Icompa singende,J'espère que je n'y vais pas,I hope I don’t go,grammar,,,,,,,pending
krd_000602_grammar,,Icoroshe ni kihe?,Qu'est-ce qui est le plus simple ?,Which is easier?,grammar,,,,,,,pending
krd_000603_grammar,,Icupa ririmwo amata,Le biberon contient du lait,The bottle contains milk,grammar,,,,,,,pending
krd_000604_proverbs,,Icó Imâna igutútse ní co kikwĭca.,La malédiction de Dieu devient la cause de votre perte.,God's curse becomes the cause of your demise.,proverbs,,,,,,,pending
krd_000605_proverbs,,Icó iguhá n'îcó ikuvyărira birāngana.,"Deux trésors d'une seule origine, nous rappelant la richesse de l'existence.","Two treasures from one origin, reminding us of the richness of existence.",proverbs,,,,,,,pending
krd_000606_proverbs,,Icó uhāwé n'úgutôra ucākwa n'úgutâkara.,"Facile à obtenir, facile à perdre.","Easy come, easy go.",proverbs,,,,,,,pending
krd_000607_proverbs,,Icó umuryāngo utāzí ntíkimenywá na bárŭndi.,Les étrangers ne peuvent pas savoir ce qui est caché à la famille immédiate.,Outsiders cannot know what is hidden from the immediate family.,proverbs,,,,,,,pending
krd_000608_proverbs,,Icó umutíma ukūnzé isógo zisūmba inyama.,Les vrais désirs ne peuvent pas être facilement remplacés par autre chose.,True desires cannot be easily replaced by something else.,proverbs,,,,,,,pending
krd_000609_proverbs,,Icó umuvyêyi asizé ní co aragá.,Ce qu'un parent laisse derrière lui est la véritable richesse de la famille.,What a parent leaves behind is the true wealth of the family.,proverbs,,,,,,,pending
krd_000610_proverbs,,Icó umuvyêyi asizé ní co arerérwa.,La richesse qu'un parent laisse détermine la vie de leurs enfants.,The wealth a parent leaves behind determines their children's life.,proverbs,,,,,,,pending
krd_000611_proverbs,,Icó umūntu akorá ní co kimukóra.,Votre travail façonne ce que vous êtes.,Your work shapes who you are.,proverbs,,,,,,,pending
krd_000612_proverbs,,Icó utarâbόna ucērekwa n'úkurāmba.,Le temps révèle ce qui était autrefois caché.,Time reveals what was once hidden.,proverbs,,,,,,,pending
krd_000613_proverbs,,Icăyāye gihayira umukêbá akarí mu gihogero.,L'insensé révèle fièrement ses trésors à l'adversaire.,The fool proudly reveals his treasures to the adversary.,proverbs,,,,,,,pending
krd_000614_proverbs,,Icăyāye kivugira ibicúba ku macúniro.,Chanter pour les vaches alors qu'elles marchent vers l'abattoir est un acte insensé.,"Chanting for cows as they march to the slaughter, a foolish act.",proverbs,,,,,,,pending
krd_000615_proverbs,,Icĭmenyēre cītiranya amatúruka n'ámatāha.,De mauvaises habitudes mènent à de mauvais jugements.,Wrong habits lead to misjudging situations.,proverbs,,,,,,,pending
krd_000616_proverbs,,Icĭvyāra ní ingwe.,"Tel père, tel fils.","Like father, like son.",proverbs,,,,,,,pending
krd_000617_action-verbs,,Iduka iruguruye?,Le magasin est-il ouvert?,Is the store open?,action-verbs,,,,,,,pending
krd_000618_action-verbs,,Iduka yoba yuguruye ?,Le magasin est-il ouvert?,Is the store open?,action-verbs,,,,,,,pending
krd_000619_grammar,,Iduka yugaye kuwimana.,Le magasin est fermé le dimanche.,The store is closed on Sundays.,grammar,,,,,,,pending
krd_000620_action-verbs,,Ifirigo ikanyisha iragaragara,Le frigo est vide.,The fridge is empty.,action-verbs,,,,,,,pending
krd_000621_jokes,clips/jokes/h5.mp3,Ifuku itambiye mu mwobo iti nari nzi gutamba nuko mbuze abandorera!,"""Je suis une danseuse étoile mais je n'ai pas de spectateurs, hélas."", comme disait la Taupe en gambadant au pied de sa chaumière !","""I am a prima ballerina but I have no spectators, alas."", as the Mole said frolicking at the bottom of her cottage!",jokes,,,,,,,recorded
krd_000622_jokes,clips/jokes/h9.mp3,Ifundi bayihushije icumu iraheza iti i Nyamiyaga haragiriwe!,Comme le disait le rouge-gorge après avoir esquivé un coup de lance : « Le pays du vent est très occupé !,"As the robin said after dodging a spear blow: ""The land of the wind is very busy!""",jokes,,,,,,,recorded
krd_000623_jokes,clips/jokes/h47.mp3,Ifundi bayikubise inkoni umunani iti reka izo niko ndeha!,"""Assez ! Vos longueurs de baguette sont à ma taille"", comme disait le rouge-gorge fustigé à huit coups !","""Enough! Your baguette lengths are just my size"", as the robin who had been castigated eight blows said!",jokes,,,,,,,recorded
krd_000624_jokes,clips/jokes/h24.mp3,Ifundi irwaye impanga iti nahora ndi muto narirya none naho ubu ntivyunyutse!,"""Ma taille est et a toujours été minuscule et mon grossissement actuel ne me rend pas plus imposant"", comme disait le rouge-gorge, accablé d'une hernie !","""My size is and has always been tiny and my current increase does not make me more imposing"", as the robin said, burdened with a hernia!",jokes,,,,,,,recorded
krd_000625_jokes,clips/jokes/h4.mp3,Ifundi itembanywe n'umuvo iti ndi ku mirimo y'ibwami iyo bandoresha sinanka!,"""Je ne refuse pas d'aller là où on m'envoie, ne suis-je pas au service de la royauté ?"", comme disait le rouge-gorge, entraîné par l'eau d'un ravin !","""I don't refuse to go where I'm being sent, Am I not in the service of royalty?"", as the robin said, driven by the water of a gully!",jokes,,,,,,,recorded
krd_000626_jokes,clips/jokes/h41.mp3,"Ifundi yugamye musi y'igitikatika amama y'imvura ngo pa pa pa, nayo iti nari bwabe umwami ntaravugirwa n'ingoma!","""Sans le tambour qui battait en mon honneur, je n'aurais pas été roi."", comme disait le rouge-gorge abrité sous une colocase de feuilles où tambourinaient les gouttes de pluie !","""Without the drum beating in my honor I would not have been king."", as said the robin sheltered under a leaf colocase where raindrops drummed!",jokes,,,,,,,recorded
krd_000627_proverbs,,Ifí ntímenyá ikirâza ishîngá urusěnga.,La grenouille n'est pas consciente de l'approche du serpent.,The frog is not aware of the snake's approach.,proverbs,,,,,,,pending
krd_000628_proverbs,,Ifí yāma mu mâzi ikāmana inyôta.,"Même dans l'abondance, le cœur peut rester insatisfait.","Even with abundance, the heart can remain unsatisfied.",proverbs,,,,,,,pending
krd_000629_proverbs,,Ifúku itāzí agaheza ishōra agatwé ku mushíbuká.,Ceux qui ignorent les conséquences jouent avec leurs causes.,Those unaware of the consequences play with their causes.,proverbs,,,,,,,pending
krd_000630_proverbs,,Igabo rigira uwĭyubakiye.,La vraie fierté est réservée à ceux qui sont autosuffisants.,True pride is reserved for those who are self-sustaining.,proverbs,,,,,,,pending
krd_000631_proverbs,,Igera ntíritegá imvubú.,Un hameçon ne fait pas le poids face à la force d'un hippopotame.,A fish hook is no match for a hippo's strength.,proverbs,,,,,,,pending
krd_000632_proverbs,,Igice cambere kiraheze.,Fin de la première partie,End of the first part,proverbs,,,,,,,pending
krd_000633_general,,Igiharuro kabanga sico.,Le mot de passe est incorrect.,The password is incorrect.,general,,,,,,,pending
krd_000634_grammar,,"Igihe abashitsi bazozira, tuzoba twiteguye","Quand les visiteurs viendront, nous serons prêts","When the visitors come, we will be ready",grammar,,,,,,,pending
krd_000635_proverbs,,Igihe caheze kiri inyuma yacu.,Le passé est derrière nous.,The past is behind us.,proverbs,,,,,,,pending
krd_000636_general,,Igihe cimbeho ni kirekire kandi kirakanye,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,pending
krd_000637_jokes,,Igihe cöse ndāvyé mū ngodo yānje ntā na kímwe mboná.,"Chaque fois que je regarde dans mon portefeuille, je ne vois rien.","Every time I peer into my wallet, it seems like there's nothing to see.",jokes,,,,,,,pending
krd_000638_grammar,,Igihe mutangura igikorane nzoba naje,"Quand tu commenceras la réunion, je serai venu","When you start the meeting, I will have come",grammar,,,,,,,pending
krd_000639_grammar,,Igihe mwaje i wacu twakora mu murima,"Quand tu es venu chez nous, nous travaillions dans le jardin",When you came to our place we were working in the garden,grammar,,,,,,,pending
krd_000640_grammar,,"Igihe mwasohotse mw'ishuri, mwari bangahe?","Quand vous avez terminé vos études, combien étiez-vous ?","When you graduated from school, how many were you?",grammar,,,,,,,pending
krd_000641_proverbs,,Igihere giheza umugabo mū nzu.,Même un petit problème peut pousser un homme à chercher la solitude pour éviter les questions.,Even a tiny problem can make a man seek solitude to avoid inquiries.,proverbs,,,,,,,pending
krd_000642_jokes,clips/jokes/h48.mp3,Igihimbi bagiciye umurizo kiti ni ukuri ikitambabaje ni ico!,"""En vérité, je m'en fiche."", comme disait le serval dont la queue avait été coupée !","""In truth, I don't care."", as said the serval whose tail had been cut off!",jokes,,,,,,,recorded
krd_000643_jokes,clips/jokes/h30.mp3,"Igihimbi bagikubitiye mu bigori kiraheza kiraboroga kiti jewe Sagihimbi umwaka utaha ukuntu, sinari bwakubitirwe mu bigori!",""" Moi, maître Serval, c'est mon festin ; jamais auparavant je n'avais été frappé au milieu d'un champ de maïs "", gémit le serval après avoir reçu un dégel au milieu du maïs !","""I, Master Serval, this is my feast; never before had I been hit in the middle of a cornfield,"" groaned the serval after receiving a thaw among the corn!",jokes,,,,,,,recorded
krd_000644_proverbs,,Igihugu batansaba urupapuro kugira ndekurirwe kuhaba,Le pays ou on me demande pas un document pour pouvoir rester,The country where I am not asked for a document to be able to stay,proverbs,,,,,,,pending
krd_000645_proverbs,,Igihugu gitegerezwa kwitaho umuryango.,La nation doit prendre soin de la famille.,The nation must take care of the family.,proverbs,,,,,,,pending
krd_000646_action-verbs,,Igikanyisha kiragaragara.,Le frigo est vide.,The fridge is empty.,action-verbs,,,,,,,pending
krd_000647_jokes,clips/jokes/h11.mp3,Igikembekembe gifashe rwungere mu nyo kiti i Nyamiyaga haratashwe!,"""Le pays des vents est bien fréquenté"", comme disait l'herbe acérée en blessant un oiseau berger dans le derrière !","""The land of the winds is well frequented"", as the sharp grass said by injuring a shepherd bird in the behind!",jokes,,,,,,,recorded
