File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Umwâna asa na nyina.,Un enfant porte la marque de sa mère.,A child bears the mark of their mothe.,proverbs,,,,,,,4,20
,Umwâna murizi ntátōrwá urutózi.,Celui qui crie au loup par jeu ne sera pas entendu quand le loup sera réel.,He who cries wolf in jest won't be heard when the wolf is real.,proverbs,,,,,,,4,31
,Umwâna ntáhābwá ubugabo arabwîhá.,"Pour être reconnu comme un homme, il faut le montrer par des actes.","To be recognized as a man, one must show it through deeds.",proverbs,,,,,,,4,33
,Umwâna ntíyānká kwŏnka nyina ngo arwāye amahere.,"Un enfant ne doit pas abandonner sa mère, même dans ses imperfections.","A child should not forsake their mother, even in her imperfections.",proverbs,,,,,,,7,48
,Umwâna ní umutwăre.,Les jeunes peuvent aussi être des leaders.,The young can be leaders too.,proverbs,,,,,,,3,19
,Umwâna ní uw'Úburŭndi.,Un enfant est un cadeau pour la nation.,A child is a gift to the nation.,proverbs,,,,,,,3,22
,Umwâna sí se.,"La pomme ne tombe pas loin de l'arbre, mais elle peut rouler dans une direction différente.","The apple doesn't fall far from the tree, but it may roll in a different direction.",proverbs,,,,,,,3,13
,Umwâna sí uw'ŭmwe.,Il faut tout un village pour élever un enfant.,It takes a village to raise a child.,proverbs,,,,,,,3,18
,Umwâna umumwa imvānda akazōkumwa imví.,"Prenez soin de votre enfant quand il est jeune, et il prendra soin de vous quand vous serez vieux.","Care for your child when they're young, and they'll care for you when you're old.",proverbs,,,,,,,5,38
,Umwâna umurya imvānda akazōkurya imví.,"Prenez soin de votre enfant quand il est jeune, et il prendra soin de vous quand vous serez vieux.","Care for your child when they're young, and they'll care for you when you're old.",proverbs,,,,,,,5,38
,Umwâna umwé ntâ mwâna.,Un seul enfant ne peut pas rendre une famille complète.,One child alone cannot make a family complete.,proverbs,,,,,,,4,22
,Umwâna umwé sí umuryāngo.,"Un enfant unique est comme une étoile dans le ciel nocturne, mais une famille avec beaucoup d'enfants est comme une constellation.","A single child is like a star in the night sky, but a family with many children is like a constellation.",proverbs,,,,,,,4,25
,Umwâna w'íngwe ní yo ngwe.,Un lion engendre un lion.,A lion begets a lion.,proverbs,,,,,,,5,26
,Umwâna w'ínkēnde apfa yûrira igíti.,Le fils d'un singe grimpera toujours aux arbres.,The son of a monkey will always be climbing trees.,proverbs,,,,,,,5,35
,Umwâna w'îséma arirana umutsíma mū ntoke.,Un enfant idiot pleure avec du pain dans la bouche.,A foolish child cries with bread in their mouth.,proverbs,,,,,,,6,41
,Umwâna w'îséma.,Un enfant qui n'apporte que de la malchance.,A child that brings only bad luck.,proverbs,,,,,,,2,15
,Umwâna w'úwŭndi akurya múyāga.,Le sourire d'un étranger peut cacher des dents aiguisées.,A stranger's smile may hide sharp teeth.,proverbs,,,,,,,4,30
,Umwâna w'úwŭndi ugira ngo ingo turwāné ntúgirá ngo ingo ndagukubíte.,"Ne sous-estimez pas votre adversaire, car il pourrait vous surprendre.","Do not underestimate your opponent, for they may surprise you.",proverbs,,,,,,,10,68
,"Umwâna w’úmurùúndi umúhāye inòóti y'íbihūmbi cúmi hamwé n'îy'íjana ,aca yîtōrera iy’íjana kubêra arí yo azí igurá imbōmbo.","Si vous donnez à un enfant burundais deux billets de banque, un billet de 10 000 francs bien neuf et un billet de 100 francs tout froissé, il optera pour les 100 francs car c'est celui qu'il a déjà maîtrisé pour se procurer des bonbons.","If you hand a Burundian kid two banknotes, a crisp 10,000 francs note and a crumpled 100 francs note, they'll go for the 100 francs because that's the one they've already mastered the art of using to score candies",jokes,,,,,,,17,122
,Umwâna yānkwá ní we akurá.,Ceux qui manquent de faveur ont moins de chances de réaliser de grandes choses.,Those who lack favor are less likely to achieve great things.,proverbs,,,,,,,5,26
,Umwâna yānāna kurí nyina.,Les bêtises d'un enfant sont sans danger sous le regard attentif de la mère.,A child's mischief is safe under the mother's watchful gaze.,proverbs,,,,,,,4,25
,Umwânsi murabâna.,Coexister avec son ennemi est une nécessité pour la survie.,Coexisting with your enemy is a necessity for survival.,proverbs,,,,,,,2,17
,Umwânsi ntánūká.,"Quand ton ennemi tombe, tu célèbres et offres ta présence jusqu'à la fin.","As your enemy falls, you celebrate and offer your presence till the end.",proverbs,,,,,,,2,16
,Umwânsi ntâbá kure.,L'ennemi est toujours à la porte.,The enemy is always at the gate.,proverbs,,,,,,,3,19
,Umwânsi ntâbá umwâna.,Sous-estimer votre adversaire peut conduire à votre propre perte.,Overlooking your adversary can lead to your own undoing.,proverbs,,,,,,,3,21
,Umwêrá uva i bukúru ugakwīra höse.,"Comme va le leader, ainsi va la nation.","As the leader goes, so goes the nation.",proverbs,,,,,,,6,34
,Umwônga umwé wōnza inyoni.,"Un oiseau ne peut pas se nourrir dans la même vallée, il perdra du poids.","A bird cannot feed in the same valley, it will lose weigh.",proverbs,,,,,,,4,26
,Umwānda uhera iyó wagîye ntúherá iyó wavûye.,Les choses abandonnées ont tendance à rester éloignées de leurs origines.,Abandoned things tend to remain far from their origins.,proverbs,,,,,,,7,44
,Umwămi acumura yîcaye.,L'encre de la signature d'un dirigeant a le poids de mille épées.,The ink of a ruler's signature carries the weight of a thousand swords.,proverbs,,,,,,,3,22
,Umwĭgeme akura iyό yagîye ntákurá iyό yavûye.,"Une femme apprend à devenir femme chez ses beaux-parents, pas chez ses parents.","A woman learns to become a woman in her in-law's house, not at her parents' home.",proverbs,,,,,,,7,45
,"Umùúsi bāmpebá ubwā mbere narábabaye ku buryó na mâmá ambájije icàánshavuje nacîye ndamubwīra nti : ""Reka réka uracâri umwâna ntávyo wōtāhûra""","La première fois que ma petite amie m'a largué, j'étais tellement bouleversé que lorsque ma mère m'a demandé ce qui s'était passé, je lui ai simplement répondu : ""Laisse tomber, tu es encore un enfant, tu ne peux pas comprendre.""","The first time my girlfriend dumped me, I was so upset that when my mom asked me what happened, I simply replied, ""Leave it, you're not mature enough to understand.""",jokes,,,,,,,21,142
,Umúfa w'ímbwěbwe unyōbwa ugíshūshe.,Frappez pendant que le fer est chaud.,Strike while the iron is hot.,proverbs,,,,,,,4,35
,Umúswa urya umuhíni usótera isúka.,Frapper l'un pour atteindre indirectement l'autre est un coup rusé.,Striking at one to indirectly hit another is a cunning move.,proverbs,,,,,,,5,34
,Umúti w'îmbwá wāhwa ku rugó.,Les problèmes et les solutions partagent souvent le même quartier.,Troubles and solutions often share a neighborhood.,proverbs,,,,,,,5,28
,Umúvo ntûcá ku mwōbo.,"Comme l'eau trouvant son chemin à travers une fissure, les défis peuvent exploiter même les plus petites faiblesses.","Like water finding its course through a gap, challenges can exploit even the smallest weaknesses.",proverbs,,,,,,,4,21
,Umūntu agirwa n'úwŭndi.,Le succès d'un homme est souvent basé sur les conseils d'un autre.,One man's success is often built on the guidance of another.,proverbs,,,,,,,3,23
