File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Uko umwaka utashe, abavyeyi biwe baja i Yerusalemu","Chaque année, ses parents allaient à Jérusalem",Each year his parents went to Jerusalem,grammar,,,,,,,8,50
,Ukora akahe kazi ?,Quel est votre travail?,What is your job?,general,,,,,,,4,18
,Ukora icîzá ukagisānga imbere.,"En aidant les autres aujourd'hui, vous construisez un pont de soutien pour demain.","By helping others today, you build a bridge of support for tomorrow.",proverbs,,,,,,,4,30
,Ukora inâbí ikagúherekeza.,Les mauvaises actions vous rattrapent toujours.,Bad actions always catch up with you.,proverbs,,,,,,,3,26
,Ukubáza gutēra ukumenya.,Demander mène à savoir.,Asking leads to knowing.,proverbs,,,,,,,3,24
,Ukubóko kumwé kurîyaga ntíkwīmára ubúryi.,Deux mains valent mieux qu'une pour accomplir une tâche.,Two hands are better than one in accomplishing a task.,proverbs,,,,,,,5,41
,Ukudacerwa birahambaye.,La ponctualité est importante.,Punctuality is important.,general,,,,,,,2,23
,Ukunda uwundi aba ashikije ivyagezwe,Celui qui aime un autre a accompli les commandements,He who loves another has fulfilled the commandments,grammar,,,,,,,5,36
,"Ukunze, woshobora kumpumanura","Si tu le veux, tu peux me purifier.","If you wantto, you could cleanse me.",grammar,,,,,,,3,29
clips/sound_proverb/prov037.mp3,Ukura utabaza ugasaza utamenye.,"Quand on ne pose pas de questions en grandissant, on devient vieux tout en restant ignorant.","When you don’t ask questions while growing up, you become old while still ignorant.",proverbs,,,,,,,4,31
clips/sound_proverb/prov031.mp3,Ukuri guca mu ziko ntigusha.,La vérité passe par le feu et ne brûle pas.,The truth passes through fire and does not burn.,proverbs,,,,,,,5,28
,Ukurima ntíkubuzá ukurimārima.,Cultiver sa propre nourriture ne vous empêche pas de chercher de l'aide auprès des autres en cas de faim.,Growing your own sustenance doesn't bar you from seeking help from others when hunger strikes.,proverbs,,,,,,,3,30
,Ukurimira mū ndâré ní ukuzīnduka.,"Comme un agriculteur prépare le sol en jachère avant de planter, on devrait commencer sa tâche tôt pour réussir.","As a farmer tends to fallow soil ahead of planting, one should start their task early to achieve success.",proverbs,,,,,,,5,33
,Ukuvúga ntígukūrá akănka.,On ne peut pas défaire ce qui est fait.,You can't unring a bell.,proverbs,,,,,,,3,25
,Ukwabirana kw’abafise igitsina kimwe birabujijwe.,Le mariage homosexuel est interdit.,Same-sex marriage is prohibited.,general,,,,,,,5,49
,Ukwabirana niyo nkingi nyayo yemewe n’amategeko,Faire le mariage est le vrai pilier approuvé par la loi,Marriage is the true pillar approved by law,general,,,,,,,6,47
,Ukwezi kwa gatanu ni Rusama,Le cinquième mois est Mai,The fifth month is May,general,,,,,,,5,27
,"Ukwezi kwa gatatu ni Ntwarante, Ukwezi kw’icenda ni Nyakanga.","Le troisième mois est mars, le neuvième mois est juillet.","The third month is March, the ninth month is July.",general,,,,,,,9,61
,Ukwezi kwa mbere ni Nzero,Le premier mois est Janvier,The first month is January,general,,,,,,,5,25
,Ukwezi kw’icumi na rimwe ni Munyonyo,"Le onzième mois, c'est novembre",The eleventh month is November,general,,,,,,,6,36
,Ukwezi kw’indwi ni Mukakaro,Le septième mois est Juillet,The seventh month is July,general,,,,,,,4,27
,Ukwezi kw’umunani ni Myandagaro,Le huitième mois est Août,The eighth month is August,general,,,,,,,4,31
,Ukwiye gukomeza kubikora nk’uko bisanzwe,Vous devez continuer à le faire comme avant,You must continue to do it as it has been,grammar,,,,,,,5,40
,Ukwizera nirwo rugero rwiza,L'honnêteté est toujours la meilleure politique.,Honesty is always the best policy.,general,,,,,,,4,27
,Ukwîruka sí ko gushika amahóro.,Courir avec hâte ne garantit pas une arrivée en sécurité.,Running with haste doesn't guarantee a safe arrival.,proverbs,,,,,,,5,31
,"Ukíri umuyabaga, aba màáma uza wûmva 
- Sínzōsúbīre kubóna ubwo buhùúngu bukwìíruka inyuma.","Quand tu es encore une jeune fille, ta maman prévient :
- Je ne veux pas voir ces garçons courir après toi.
","When you're just a young girl, your mom warns:
- I don't want to see those boys  running after you.
",jokes,,,,,,,13,91
,Ukó imvúra ikuvyé sí ko itwārá.,Chaque nuage sombre n'apporte pas de problèmes à tout le monde.,Not every dark cloud brings trouble to everyone.,proverbs,,,,,,,6,31
,Ukó yēzé ní ko atemwá.,Traitez les autres comme ils se traitent eux-mêmes.,Treat others as they treat themselves.,proverbs,,,,,,,5,22
,Ukó yēzé sí ko atemwá.,"Quand quelque chose est déjà préparé et prêt, il n'y a pas besoin de se précipiter ou de s'inquiéter car il sera disponible et accessible au bon moment.","When something is already prepared and ready, there is no need to rush or worry about it because it will be available and accessible when the right time comes.",proverbs,,,,,,,5,22
,Ukó zivugíjwe ní ko zitāmbwá.,"Le commandement d'un leader, qu'il soit juste ou faux, ne devrait pas être remis en question.","A leader's command, be it right or wrong, should not be questioned.",proverbs,,,,,,,5,29
,Ukúri kurazirwa.,Dire la vérité peut créer des remous.,Telling the truth may cause waves.,proverbs,,,,,,,2,16
,Ukúri ntíkuvugá uwukúze kuvuga uwukûzi.,"Celui qui dit la vérité est défini par la connaissance, non par les cheveux gris.","The speaker of truth is defined by knwoledge, not by gray hair.",proverbs,,,,,,,5,39
,"Ukūntu mbá mfíse umutíma mwīzá iyó mfisé Amaherá , dúhūye ntáyafíse, uzônyigírwe kure kukó mba ndí uwùúndi mūntu","Quand mon portefeuille est bien garni, je suis l'âme la plus sympathique. Mais attention, quand il est au régime, m'approcher pourrait te faire découvrir mon autre moi.","When my wallet is chubby, I'm the friendliest soul around. But beware, when it's on a diet, approaching me might introduce you to another me.",jokes,,,,,,,18,112
,Umanika agatu wîcaye mu kukamanura ugaháguruka.,Une petite fissure peut briser le plus grand miroir.,A tiny crack can shatter the grandest mirror.,proverbs,,,,,,,6,47
,"Umaze gukora ivyo, tangura gutegura indya","Lorsque vous avez terminé, commencez à préparer la nourriture.","When you have finished doing that, begin to prepare food.",grammar,,,,,,,6,41
,Umbwire ivya Matayo,Parle-moi de Matthieu,Tell me about Matthew,grammar,,,,,,,3,19
,Umbwire ivyo kugenda mu gikorane,Parle-moi d'aller à la réunion,Tell me about going to the meeting,grammar,,,,,,,5,32
,Umubindi uvomyemwo amazi,un pot à eau dans lequel l'eau est transportée,a water-pot in which water is carried,grammar,,,,,,,3,24
,Umubonye umubwire ko twashitse,"Quand tu le verras, dis-lui que nous sommes arrivés",When you see him tell him we have arrived,grammar,,,,,,,4,30
,Umubwire ngo azoze ejo,Dis-lui qu'il doit venir demain.,Tell him that he’s to come tomorrow.,grammar,,,,,,,4,22
,Umubânyi namútīye ipàási aca ambwīra ngo njé kugorōrera iwîwé kubêra kó ipàási yîwé atayitânga.,"Un jour, j'ai demandé à mon voisin de me prêter son fer à repasser, et il a insisté pour que j'aille repasser les vêtements chez lui car il ne laisse pas son fer à repasser sortir de chez lui. ","One day, I asked my neighbor to borrow his iron, and he insisted I go iron the clothes at his place because he doesn't let his iron leave his house.",jokes,,,,,,,14,95
,Umubûranyi arahava icăbona kikahagwa.,"En l'absence de l'accusateur, le témoin est en danger.","In the absence of the accuser, the witness is at risk.",proverbs,,,,,,,4,37
,Umubĭndi ushira uvyîmvye.,"Silencieusement, l'érosion interne affaiblit même les plus puissants, imperceptible aux autres.","Quietly, internal erosion weakens even the mightiest, imperceptible to others.",proverbs,,,,,,,3,25
,Umucanwa ugira uhere.,La batterie est faible.,The battery is low.,general,,,,,,,3,21
,Umucungwe wanje ni muto inyuma y’uwawe,Mon orange est plus petite que la tienne,My orange is smaller than yours,grammar,,,,,,,6,38
,Umucúzi w'ímitíma ntíyayírīnganije.,Aider les gens mentalement est un engagement sans fin.,Helping people mentally is an endless commitment.,proverbs,,,,,,,3,35
,Umudasigana w’ukuri ni uwuharanira ineza ya bose,Le vrai compagnon c'est celui qui oeuvre pour le bien commun,The true companion is the one who works for the common good,general,,,,,,,7,48
,Umuduga usa n'Ubururu.,La voiture est bleue.,The car is blue.,general,,,,,,,3,22
,"Umudàándaza : Iki kirāto n’íbihūmbi amajana abiri gusa bòósi
- Mu Bufaràánsa: Mhh kirazīmvye núkurí .","Le vendeur, 'Cette paire de chaussures est seulement à 40 $, patron.'
- En France : ""Hmm, c'est un peu cher pour moi.""
","The seller goes, 'This shoe is only $40, boss.'
- In France: ""Hmm, that's a tad pricey for my taste.""
",jokes,,,,,,,16,101
,Umugabo aharítse ahorana Indûrú.,"Avec plusieurs épouses, les disputes se multiplient.","With multiple wives, disputes multiply.",proverbs,,,,,,,4,32
