File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Umugóre w'întárimá yōnsa isúka.,Un homme paresseux laisse les opportunités lui échapper.,A sluggish man lets opportunities slip through his fingers.,proverbs,,,,,,,4,31
,Umugēnzi arakurutira incúti.,Un véritable ami est un trésor inestimable.,A true friend is a priceless treasure.,proverbs,,,,,,,3,28
,Umugēnzi ararírēnza.,Un véritable ami écarte tout ce qui pourrait te blesser.,A genuine friend will cast away anything that might hurt you.,proverbs,,,,,,,2,20
,Umugēnzi: Kurí kírya kibázo cā kábiri murí devoir wīshuye gúte?,"
Un ami : ""Qu'as-tu répondu à la deuxième question du devoir ?""","Friend: ""What did you answer on the second question of the homework?""",jokes,,,,,,,10,63
,Umugόre ntíyūríra inzu.,La construction de maisons n'est pas une occupation de femme.,House construction is not a woman's occupation.,proverbs,,,,,,,3,23
,Umugόre w'îséma abika umugabo.,Une femme insensée peut prétendre que son mari est mort.,A foolish woman may claim her husband is dead.,proverbs,,,,,,,4,30
,"Umuhungu ni uw'iwabo ,umukobwa ni umwari wo mu gahinga","Le fils est  de la maison, la fille est de nulle part","The son is from home, the daughter is from nowhere",general,,,,,,,9,54
,Umuhíni mushăsha utēra amabávu.,Les nouveaux départs apportent souvent des défis.,New beginnings often bring challenges.,proverbs,,,,,,,4,31
,"Umuhùúngu yatámiye umuceri mwìínshi asānga urashûshe, arakóma indûrú
- Nàátwe tuti : Cīraaaaa!!","Quelqu'un a englouti une quantité substantielle de riz pour se rendre compte qu'il était encore brûlant.
Nous : Recrache-le ! ","Someone devoured a substantial amount of rice only to discover it was still scalding hot.
Us: Spit it out!",jokes,,,,,,,13,95
,Umuhĭgi arí kure ntávuná imbwá.,Un chasseur distant atteint rarement la cible.,A distant hunter seldom hits the target.,proverbs,,,,,,,5,31
clips/sound_humour/h18.mp3,Umukecuru bamukandagiye mu gisebe araheza aravuga ati ibwami nahora mbona bahakunda sinari bwamenye yuko bahakura ibintu vyiza bisa bityo!,"""J'ai réalisé avec quelle joie nous fréquentons le tribunal, mais je ne savais pas que nous avions l'occasion d'y recevoir des choses aussi excellentes"", dit la vieille dont le pied blessé venait d'être écrasé !","""I realized how willingly we frequent the court, but I didn't know we had the opportunity to receive such excellent things there,"" said the old woman whose wounded foot had just been crushed!",jokes,,,,,,,19,138
clips/sound_humour/h21.mp3,"Umukecuru yasinziriye yasamye, imbeba imuta amasyegege mu kanwa ati igihe c'ukurya umwaka cageze!","""Le moment est venu de célébrer la fête des prémices"", comme disait la vieille femme après qu'un rat lui ait laissé tomber ses crottes dans la bouche alors qu'elle dormait la bouche béante !","""The time has come to celebrate the feast of the firstfruits"", as the old woman used to say after a rat dropped her droppings in her mouth while she slept with gaping mouth!",jokes,,,,,,,13,97
