File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Twafunguriye ahantu bafungurira heza.,Nous avons mangé dans un bon restaurant.,We ate in a good restaurant.,general,,,,,,,4,37
,Twafunguriye mu buriro bwiza.,Nous avons mangé dans un bon restaurant.,We ate in a good restaurant.,general,,,,,,,4,29
,Twahanye nimero zacu.,Nous avons échangé nos numéros.,We exchanged numbers.,general,,,,,,,3,21
,Twaravuganye cane.,Nous avons beaucoup parlé.,We talked a lot.,general,,,,,,,2,18
,Twari tunezerewe kubona abagenzi bacu,Nous étions heureux de revoir nos amis,We were happy to see our friends,grammar,,,,,,,5,37
,Twashitse ku ntumbero zacu.,Nous avons atteint nos objectifs.,We have achieved our objectives.,general,,,,,,,4,27
,Twashoboye gushitsa ihangiro ryacu.,Nous avons atteint nos objectifs.,We have achieved our objectives.,general,,,,,,,4,35
,Twategerezwa guhimbaza ibi.,Nous devrions célébrer cela.,We should celebrate this.,general,,,,,,,3,27
,Twavuze gose,Nous avons beaucoup parlé.,We talked a lot.,general,,,,,,,2,12
,Twebwe twijanira n’ibihe kuko ivy’ imico ntavyo tuzi.,Nous vivons avec notre époque parce que les cultures ne se connaissent pas.,We live with our times because cultures do not know each other.,general,,,,,,,8,53
,Twihane kugira ngo tuze tuje mw ijuru,Repentons-nous pour pouvoir aller au ciel.,Let us repent so that we may go to heaven.,grammar,,,,,,,7,37
clips/sound_proverb/prov038.mp3,Ubana na Suneba ugasunebeza nkawe!,Tel père tel fils.,Like father like son.,proverbs,,,,,,,5,34
clips/sound_proverb/prov010.mp3,Ubana na suneba ugasuneba nka we.,"Lorsque vous restez avec une personne imprudente, vous finissez par devenir insouciant tout comme lui.","When you stay with a careless person, you end up becoming careless just like him.",proverbs,,,,,,,6,33
,Ubu Ndashonje.,J'ai faim maintenant.,I'm hungry now.,general,,,,,,,2,14
,Ubu marisēriná yarāye yîse Umwâna Īngabíre don gift?,"Eh bien, mon amie Martina vient de donner à son enfant Ingabire Don gift, comme nom.","But guess what? Well, my friend Martina just named her kid Ingabire Don Gift.",jokes,,,,,,,8,52
,Ubugabo burîhābwa.,La vraie valeur d'un homme se mesure à ses actes.,The true worth of a man is measured by his deeds.,proverbs,,,,,,,2,18
,Ubugabo sí urucúmu.,La vraie virilité ne consiste pas à inspirer la peur aux autres.,True manliness is not about striking fear into others.,proverbs,,,,,,,3,19
clips/sound_proverb/prov034.mp3,Ubugirirgiri bugira babiri,Une entreprise astucieuse nécessite deux personnes.,An astute undertaking requires two persons.,proverbs,,,,,,,3,26
,Ubugâbá bw'úmugabo ní bwo búryo bwîwé.,"Dans ses lacunes, un homme trouve ses solutions.","In his shortcomings, a man finds his solutions.",proverbs,,,,,,,6,38
,Ubugírigíri bugira babiri.,"Dans la jeunesse, les vices communs lient les jeunes cœurs.","In youth, common vices bind young hearts.",proverbs,,,,,,,3,26
,Ubugúfi sí indwâra.,Être de petite taille n'est pas une maladie.,Being small in size is not a disease.,proverbs,,,,,,,3,19
,Ubujá gushá buratagata.,Un bon départ est le signe d'un résultat réussi.,A promising beginning is a sign of a successful outcome.,proverbs,,,,,,,3,23
,"Ubukené níbwo butwùúmvīsha Kó gâteau irībwá ku mùúsi w'îsábukurú gusa, nayó ahàándi mu bakiré, ni dessert ya buri mùúsi.","La pauvreté est ce qui nous fait comprendre que le gâteau se mange seulement les jours d'anniversaire, mais pour les riches, c'est juste un dessert quotidien","Poverty is what makes us understand that cake is only eaten on birthdays, but for rich people, it is just a daily dessert.",jokes,,,,,,,19,120
,Ubukéne ní indwâra (ivūrwá igakíra).,"Comme une maladie, la pauvreté peut être traitée et surmontée.","Like an illness, poverty can be treated and overcome.",proverbs,,,,,,,5,36
,Ubukêye bucāna ayăndi.,"Nouveau jour, nouveaux problèmes.","New day, new troubles.",proverbs,,,,,,,3,22
,Ubukúru sí bwo bwênge.,La position d'un leader ne détermine pas sa sagesse.,A leader's position doesn't determine their wisdom.,proverbs,,,,,,,4,22
clips/sound_proverb/prov033.mp3,Ubumwe bugira babiri.,Les gens ont besoin les uns des autres.,People need each other.,proverbs,,,,,,,3,21
clips/sound_proverb/prov017.mp3,Ubumwe buramota.,La concorde est bénéfique.,Concord is beneficial.,proverbs,,,,,,,2,16
,Ubuntu ni bwo bwabakijije,C'est la grâce qui t'a sauvé,It is grace that saved you,grammar,,,,,,,4,25
,Ubunyegeri buyāgira kw'īgúfa.,Les meilleures discussions ont lieu autour d'une table bien garnie.,The best discussions take place around a well-filled table.,proverbs,,,,,,,3,29
,Uburiri ntíbuvuná.,Le repos est la pause qui renouvelle l'esprit.,Rest is the pause that renews the spirit.,proverbs,,,,,,,2,18
,Uburundi cari igihugu cifashe kandi cagutse,Le Burundi était un pays développé et plus vaste,Burundi was a developed and larger country,general,,,,,,,6,43
,Uburundi n'igihugu ciza,Le Burundi est un beau pays.,Burundi is a beautiful country.,general,,,,,,,3,23
,Uburundi ni igihugu ciza,Le Burundi est un beau pays.,Burundi is a beautiful country.,general,,,,,,,4,24
,Uburyo bw’uyu mwaka ni uburo nyabwo,Le mil cette année est excellent,The millet this year is excellent,grammar,,,,,,,6,35
,Uburîye umugabo ntíbubēshérwa umwâna.,Il est injuste de punir le jeune pour les fautes de l'aîné.,Injustice is to punish the young for the faults of the elder.,proverbs,,,,,,,4,37
,Uburŭndi bugona búri mâso.,"Un homme prudent peut dormir avec un œil ouvert, toujours sur ses gardes.","A cautious person may sleep with one eye opened, always on guard.",proverbs,,,,,,,4,26
,Ubusumano buhāza umutwé.,Ce qui est appris aux autres a plus de valeur.,What's learned to others holds greater value.,proverbs,,,,,,,3,24
,Ubusâza bunyaga ubugabo.,La vieillesse n'est pas un bon voyageur.,Old age is not a good traveler.,proverbs,,,,,,,3,24
,Ubusígo buhūmá ntíbubá buníni.,Les choses les plus effrayantes viennent dans de petits paquets.,The most frightening things come in small packages.,proverbs,,,,,,,4,30
,Ubusúma ntáwe bwěreye.,Le succès basé sur la malhonnêteté n'est jamais durable.,Success built on dishonesty is never enduring.,proverbs,,,,,,,3,22
,Ubusĭmbi busāngíye amajānja ntíbuhishánya amajāmbo.,Les vices partagés conduisent à des secrets partagés.,Shared vices lead to shared secrets.,proverbs,,,,,,,5,51
,"Ubutumwa buzanira uwizera wese agakiza, uhereye ku Muyuda ukageza ku Mugiriki","L'Évangile apporte le salut à tous ceux qui croient, du Juif au Grec","The gospel brings salvation to every one who believes, from Jew to Greek",grammar,,,,,,,11,77
,"Ubutumwá bw'úmukûnzi wāwe , nûbwó bwōba bwûzuyemwó urukûndo gúte, ntibusūmbá ubwā lumicash cânké ecocash","Un message de ton amoureux, aussi beau soit-il avec des mots d'amour, n'est jamais plus qu'une notification PayPal.","A message from your lover, no matter how beautifully it's filled with words of love, is never more than a PayPal notification",jokes,,,,,,,14,104
,Ubutûnzi bwūbaka urugó bwîbīkiye umuhoro.,Les gens construisent souvent de grandes structures tout en détenant le potentiel pour leur destruction.,People often construct grand structures while holding the potential for their destruction.,proverbs,,,,,,,5,41
,Ubutό buryāna nk'înzúki.,La jeunesse est une période d'énergie sans limites.,Youth is a time of boundless energy.,proverbs,,,,,,,3,24
,Ubuzima bufise ibitangaza vyinshi,La vie est pleine de surprises.,Life is full of surprises.,general,,,,,,,4,33
,Ubuzima bwuzuye ibitangaza.,La vie est pleine de surprises.,Life is full of surprises.,general,,,,,,,3,27
,Ubuzima ni bwiza,La vie est belle,Life is beautiful,general,,,,,,,3,16
