File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,uyu ni umubikira.,Ceci est un religieuse.,This is a nun.,vocabulary,,,,,,,3,17
,wa wundi mwana,cet autre enfant,that other child,grammar,,,,,,,3,14
,"wohora uraraba: Iyo atajanye n’abavyeyi mu mirima, asigara ararondera impembo.","C'est beau à voir: quand il ne va pas aux champs avec ses parents,il reste en cherchant de quoi se nourrir.","It's beautiful to see: when he doesn't go to the fields with his parents, he stays looking for something to eat.",general,,,,,,,10,78
,woshobora kugura amata?,Peux-tu acheter du lait?,Can you buy milk?,general,,,,,,,3,23
,yari yaharuwe muri twebwe,Il était compté parmi nous,He was counted among us,grammar,,,,,,,4,25
,yiruka buri gatondo,Il court tous les matins.,He runs every morning.,general,,,,,,,3,19
,Éjo ní uwŭndi mŭsi.,Demain est un autre jour.,Tomorrow is another day.,proverbs,,,,,,,4,19
,èéeeeh ntùúze," heyyy toi là-bas",heyyy youu there.,jokes,,,,,,,2,13
,"Ēgó amamega yarádūze igicîro, Nōné nivyó bicá bítuma ubwîra umūntu mutāzinánye mu módoká rúsàángi ngo ""nsābīkaniriza ēntêrinèéti""?","Oui, le coût des forfaits d'interner est en hausse, mais est-ce maintenant socialement acceptable de transformer des inconnus en nos points d'accès mobiles dans les transports en commun ? Je veux dire, sommes-nous à l'ère de l'autostop du point d'accès ?","Yes, the cost of data bundles is skyrocketing, but is it now socially acceptable to turn strangers into our mobile hotspots in public transportation? I mean, are we living in the era of 'Hotspot Hitchhiking'?",jokes,,,,,,,17,130
,Nta ho uzokwigera unyoza ibirenge,Tu ne me laveras jamais les pieds,You shall never wash my feet,grammar,,,,,,,5,34
,Urukundo nta ho rushira,L'amour ne finit jamais,Love never ends,grammar,,,,,,,4,24
