File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Inrya zari ziryoshe.,La nourriture était incroyable.,The food was amazing.,general,,,,,,,3,20
,Insiguro yari itomoye,L'explication était très claire.,The explanation was very clear.,general,,,,,,,3,21
,Insiguro yari yikwije.,L'explication était très claire.,The explanation was very clear.,general,,,,,,,3,22
,Insiguro yari yumvikana.,L'explication était très claire.,The explanation was very clear.,general,,,,,,,3,24
clips/sound_proverb/prov040.mp3,Intabarirwa ibarirwa nuko amaso atukuye.,Celui qui n’écoute pas n’écoutera que dans des situations terribles.,"The one who doesn’t listen, will listen only through terrible situations.",proverbs,,,,,,,5,40
,Interineti ntikora.,Internet ne fonctionne pas.,Internet does not work.,general,,,,,,,2,19
clips/sound_proverb/prov008.mp3,Intirinda irandura.,Celui qui n'y prend pas garde est contaminé.,He who is not careful gets contaminated.,proverbs,,,,,,,2,19
,Intwâri iboneka rúkāmvye.,Le véritable caractère d'une personne se révèle dans les moments d'adversité.,The true character of a person is revealed in times of adversity.,proverbs,,,,,,,3,25
,Intábarírwa ibarirwa n'ûkό amâso atukúye.,"Un homme sage apprend des conseils, un fou des conséquences.","A wise man learns from advice, a fool from consequences.",proverbs,,,,,,,7,64
,Intábazá irya imiziro.,"Celui qui ne demande pas, risque de manger des choses interdites.","He who does not ask, risks eating forbidden things.",proverbs,,,,,,,3,22
,Intábiríma ntíyabírīye.,N'attends pas une récolte différente de ce que tu as semé.,Expect not a different harvest from what you have sown.,proverbs,,,,,,,2,23
,Intárimá ntímirá.,Celui qui ne moissonne pas ne se nourrit pas.,He who doesn't reap doesn't feed himself.,proverbs,,,,,,,2,17
,Intângo y'úbuhănza ní amasόso.,Les nuages les plus sombres annoncent la tempête.,The darkest clouds foretell the storm.,proverbs,,,,,,,4,30
,Intîbágira ntíbāná.,"Pour vivre avec les autres, il faut apprendre à oublier les torts qui leur ont été faits.","To live with others, one must learn to forget the wrongs done to them.",proverbs,,,,,,,2,19
,Intîbágira ntírerá impfûvyi.,Celui qui reste coincé dans le passé ne peut pas s'occuper correctement de ceux qui ont besoin d'un avenir.,One who remains stuck in the past cannot properly care for those who need a future.,proverbs,,,,,,,3,28
,Intúmwa irarābirwa ntíyīcwá.,"Le messager porte les nouvelles, et sa sécurité est assurée.","The messenger bears the news, and his safety is ensured.",proverbs,,,,,,,3,28
,Intŏre ihūmba itwênga.,Un visage souriant peut cacher un cœur trompeur.,A smiling face may hide a deceitful heart.,proverbs,,,,,,,3,22
,Intŏre ntírāmbá.,Ceux qui brillent le plus fort disparaissent souvent le plus vite.,Those who shine the brightest often disappear the fastest.,proverbs,,,,,,,2,16
,Inyabwonko yanje irateba.,Mon ordinateur est très lent.,My computer is very slow.,general,,,,,,,3,25
,Inyabwonko yanje iritonda cane.,Mon ordinateur est très lent.,My computer is very slow.,general,,,,,,,4,31
clips/sound_humour/h38.mp3,Inyamanza ineye ku bugari ibarira umwana wayo iti buhanagure tuburye mwananje niryo ntabariwe nararibonye!,"""Essuie-le, et mangeons, mon enfant : j'ai vu moi-même ce que personne ne m'a dit"", affirmait à son enfant la bergeronnette dont les crottes étaient tombées dans la polenta !","""Wipe it, and let's eat, my child: I have seen myself what noone has told me"", affirmed to his child the wagtail whose droppings had fallen into the polenta!",jokes,,,,,,,14,106
,Inyenyeri zirakaka mw'ijoro.,Les étoiles brillent la nuit.,The stars shine at night.,general,,,,,,,4,31
,Inyenyeri ziraca ibibatsi mu ijoro,Les étoiles brillent la nuit.,The stars shine at night.,general,,,,,,,5,34
,Inyenyeri ziraca ibibatsi mw'ijoro.,Les étoiles brillent la nuit.,The stars shine at night.,general,,,,,,,4,35
,Inyenyeri ziraka mw'ijoro,Les étoiles brillent la nuit.,The stars shine at night.,general,,,,,,,3,25
,Inyenyeri zirasayangana mw'ijoro.,Les étoiles brillent la nuit.,The stars shine at night.,general,,,,,,,3,33
,Inyishu irasanzwe.,La réponse est simple.,The answer is simple.,general,,,,,,,2,18
,Inyo y'înkóko uyērekwa n'úmuyaga.,Le derrière d'une poule est exposé par le vent.,A hen's backside is exposed by the wind.,proverbs,,,,,,,4,33
