File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Harakanye cane iki gitondo.,Il fait froid ce matin.,It's cold this morning.,general,,,,,,,4,27
,Harakanye kano gatondo.,Il fait froid ce matin.,It's cold this morning.,general,,,,,,,3,23
,Harashushe cane uyu musi.,Il fait très chaud aujourd'hui.,Today it's very hot.,general,,,,,,,4,25
,Hari abavuga ko hari ivyakorwa kera ubu vyataye igihe,Il y a ceux qui disent que certaines choses faites dans le passé sont maintenant perdues,There are those who say that some things done in the past are now lost,general,,,,,,,9,53
,Hari amezi y’agatasi n’amezi y’ici,Il y a des mois d'automne et des mois d'été,There are autumn months and summer months,general,,,,,,,5,34
,Hari ico mupfana,Êtes-vous apparenté?,Are you related?,grammar,,,,,,,3,16
,Hari ikintu kizimbutse ufise?,Avez-vous quelque chose de moins cher?,Do you have something cheaper?,general,,,,,,,4,29
,Hari imbeho muri ikigitondo.,Il fait froid ce matin.,It's cold this morning.,general,,,,,,,4,28
,Hari imibu myinshi.,Il y a beaucoup de moustiques.,There are a lot of mosquitoes.,general,,,,,,,3,19
,Hari mu ntumbero yo kuzigama iryo tunga ridasubirizwa,C'est dans le but de sauver cette richesse irremplaçable,It is with the aim of saving this irreplaceable wealth,general,,,,,,,8,53
,"Hariho abanyeshure bavuga ngo :""tuzorujana hehe""","Il y a des étudiants qui disent: ""Où nous l'emmènerons""",There are students who say: Where we will take him,general,,,,,,,6,48
,"Harihó igihe nūmvá umêngo ndakeneye nàánje umukûnzi, gusa mpéjeje gufūngura nkaca mbóna kó yarí inzara yarikó irabítuma.","Parfois, j'ai vraiment le sentiment que j'ai besoin d'être en couple, mais après avoir mangé, je me rends compte que cette pensée était simplement due à la faim.","Sometimes, I genuinely feel the need to be in a relationship, but after eating, I realize that the thought was simply hunger-induced.",jokes,,,,,,,17,120
,"Harihó umūntu yīhênze inomero, aca aràámpamagara yîbaza kó ndí shêbuja wîwé.",Quelqu'un a composé le mauvais numéro en pensant que j'étais son patron.,Someone dialed the wrong number and mistakenly believed I was their boss.,jokes,,,,,,,11,76
,Hariko hagwa imvura nyinshi.,Il pleut très fort.,It's raining very hard.,general,,,,,,,4,28
,Harimwo Imihini myinshi.,Il y a beaucoup de manche ici.,There are many handle here.,vocabulary,,,,,,,3,24
,Harimwo imiti myinshi.,Il y a beaucoup de médicament ici.,There are many medicine here.,vocabulary,,,,,,,3,22
,Harimwo ivyirore vyinshi.,Il y a beaucoup de mirroir ici.,There are many mirror here.,vocabulary,,,,,,,3,25
,Harimwo umuco mwinshi.,Il y a beaucoup de lumière ici.,There are many light here.,vocabulary,,,,,,,3,22
,Hariya hari imicungwe myinshi? Emwe ntiwobara nanzi!,"Y a-t-il beaucoup d'oranges là-bas ? En effet, vous ne pouvez pas imaginer combien !","Are there many oranges over there? Indeed, you can’t imagine how many!",grammar,,,,,,,7,52
,Hayāga abăngana.,Des esprits similaires trouvent un terrain d'entente pour la discussion.,Similar minds find common ground for discussion.,proverbs,,,,,,,2,16
,Hazorwa imvura ejo.,Il va pleuvoir demain.,It's going to rain tomorrow.,general,,,,,,,3,19
,Hezagirwa!,Sois béni!,Be blessed!,general,,,,,,,1,10
,"Háno iwàácu, urakúbitwa kàándi niwewé usabá ikigōngwe.","Pour nous, étant enfant, tu es frappé, et en plus de cela, tu dois t'excuser pour ce que t'as pas commis.","For us, as a child in addition to get scolded, you also have to apologize for something you haven't done.",jokes,,,,,,,7,54
,Hā guhāga wōshaza.,Une apparence bien habillée apporte plus de grâce qu'un ventre plein.,A well-dressed appearance brings more grace than a full belly.,proverbs,,,,,,,3,18
,Hā guhūra n'úwagúhāye wōhūra n'úwakwîmye.,Mieux vaut rencontrer un prometteur fiable que celui qui a donné dans le passé.,Better to encounter a reliable promiser than one who gave in the past.,proverbs,,,,,,,6,58
,Hā gupfá uyu mŭsi wōpfa éjo.,Mieux vaut affronter la tempête demain que de s'y noyer aujourd'hui.,Rather face the storm tomorrow than drown in it today.,proverbs,,,,,,,6,28
,Hā gupfá wōzānzama.,Choisir le moindre de deux maux.,Choose the lesser of two evils.,proverbs,,,,,,,3,19
,Hā kubêsha i bwămi wōtona nâbí.,"Au lieu de mentir à Sa Majesté, il vaut mieux reconnaître ses erreurs et accepter les conséquences.","Instead of lying to His Majesty, it's better to acknowledge one's mistakes and accept the consequences.",proverbs,,,,,,,6,31
,Hā kubêsha wōbêsherwa.,Il est préférable de faire face aux accusations que d'être malhonnête.,It's preferable to face accusations than to be dishonest.,proverbs,,,,,,,3,22
,Hā kugōka wōgōrwa.,Mieux vaut affronter la misère que de vivre comme un lâche.,Better to face misery than live as a coward.,proverbs,,,,,,,3,18
,Hā kuremēkwa akabōnge wōremēkwa amabuye.,Il vaut mieux porter des cailloux dans ses chaussures que de porter les problèmes des autres dans son cœur.,It's better to carry pebbles in your shoes than to carry others' problems in your heart.,proverbs,,,,,,,5,40
,Hā kuvyâra wōrima.,"Avant de vouloir des enfants, assure-toi d'avoir de quoi les nourrir.","Before seeking children, ensure there's sustenance to nurture them.",proverbs,,,,,,,3,18
,Hā kuvûmba umukŭngu wōvūmba umukûnzi.,"En cas de besoin, tournez-vous vers vos proches plutôt que vers les avares.","When in need, turn to your close ones rather than approaching the stingy.",proverbs,,,,,,,5,37
,Hā kwĭshīma wōshīmwa n'ábăndi.,"Laisse tes actions parler, et laisse les autres chanter tes louanges.","Let your actions speak, and let others sing your praise.",proverbs,,,,,,,4,30
,"Hāma bíhīye ngo ""Ntā kayabágu ngirá Jēwé."," Et quand le repas est prêt, vous pourriez l'entendre dire : 'Je n'ai pas envie de manger. ","And when the meal is ready, you might hear them say, 'I don't feel like eating",jokes,,,,,,,7,41
,Hĭrya y'ûbwôba haba ubugabo.,"Au-delà de la peur, se trouve le courage.","Beyond fear, lies courage.",proverbs,,,,,,,4,28
,I bukûnzi ntíbwīrá.,Le temps n'a pas d'importance quand il s'agit de rendre visite à quelqu'un qui nous est cher.,Time is irrelevant when it comes to visiting someone dear to you.,proverbs,,,,,,,3,19
,I bŭnyokόrome uhajānwa na nyoko.,La maison de votre oncle maternel n'est atteinte que par votre mère.,Your maternal uncle's home is reached solely through your mother.,proverbs,,,,,,,5,32
,Ibara nkunda n'iry'urwatsi rutoto.,Ma couleur préférée est le vert.,My favorite color is green.,general,,,,,,,4,34
,Ibara nkunda ni iry'urwatsi rubisi.,Ma couleur préférée est le vert.,My favorite color is green.,general,,,,,,,5,35
,Ibara nkunda ni irya urwatsi rubisi,Ma couleur préférée est le vert.,My favorite color is green.,general,,,,,,,6,35
,Ibara nkunda niry'urwatsi.,Ma couleur préférée est le vert.,My favorite color is green.,general,,,,,,,3,26
,Ibarabara riruzuye cane iki gitondo.,Le trafic est terrible ce matin.,The traffic is terrible this morning.,general,,,,,,,5,36
,Ibaze kugura ama mégas bíkugōye bagaca bákwība terefòóne atâ nûkó urâtângura kuyákorēsha.,Imaginez la pein d'acheter des forfaits d'Internet et que votre téléphone soit volé avant même que vous ayez eu la chance de les utiliser.,"Imagine the amount of pain, of hardly finding money for data bundles, and your phone gets stolen before you even get the chance to use them.",jokes,,,,,,,12,89
,Ibi bifungurwa biraryoshe.,C'était un repas délicieux.,It was a delicious meal.,general,,,,,,,3,26
,Ibi birato biratanga amahoro.,Ces chaussures sont confortables.,These shoes are comfortable.,general,,,,,,,4,29
,Ibi ni ibiharage.,Ceci est un haricots.,This is a beans.,vocabulary,,,,,,,3,17
,Ibi ni ibiki?,Qu'est-ce que c'est que ça ?,What is this?,general,,,,,,,3,13
,Ibi vyotuma n’abandi bagira ingoga zo kuruteza imbere,Cela encouragerait également d’autres à le développer,This would also encourage others to develop it,general,,,,,,,8,53
,Ibice mirongo icenda kw'ijana vyabarundi bararima.,Quatre-vingt dix pour cent des burundais cultivent.,Ninety percent of Burundians farm.,general,,,,,,,6,55
,Ibicupa bitabora bironona ibahari,Le plastique pollue les océans.,Plastic pollutes the oceans.,general,,,,,,,4,33
,Ibifungurwa vyari biryoshe cane.,La nourriture était incroyable.,The food was amazing.,general,,,,,,,4,32
